Verse,Text
1,"Tak o̩gbadu amo̩ma Israe̩l le̩ du kad ule̩-ma ubi ale pe̩ pe̩ akwʼaje̩tachi Sin, alu ku Jihofa dʼalu ñwu ma, oñ ma ru jo̩ Refidim; omiofo la dʼo̩mo̩ kʼamone̩ añmo̩ n. "
2,"Todule̩ amone̩ le̩ kobo̩ Mose̩s, oñ ma kakini, Dʼomi ñw a ñmo̩. Taku Mose̩s ka ñwu ma kakini, E̩wñ chi ku me̩ kobʼumi? E̩wñ chi ku me̩ chajama Jihofa abe̩-i? "
3,"Ama alugbe̩ nakpa amone̩ o̩mo̩ waa, oñ amone̩ le̩ kʼeñmini nyu Mose̩s o̩la, ma kakini, E̩wñ chi kʼe̩ ko wa kwʼIjipti wa kʼe̩ nʼalugbe̩ akpa wa kpai amo̩ma-wa kpai ame̩wñ ukpa-wa-i? "
4,"Taku Mose̩s raku do̩ Jihofa, kakini, Ab u nache kpai amone̩-i ta? I bo̩ pe̩ ku ma akʼokuta ro̩ do̩ mi. "
5,"Taku Jihofa ka ñwu Mose̩s kakini, Lale tʼo̩gba amone̩ le̩ kʼe̩ mʼabogijo Israe̩l iche̩ka ko le bʼuwe̩; o̩kpa-we̩ e-kʼe̩ du gwo Naye̩l kʼi nʼo̩wo̩-we̩, kʼe̩ lo. "
6,"Go, omi adago o̩gba-we̩ oj okuta o̩mu Ho̩re̩b o̩mo̩; tak uwe̩ ki gwo okuta le̩, oñ omiofo akwʼefu-wñ dufu kʼamone̩-i ki ñmo̩. Taku Mose̩s fʼabe̩le̩ che eju abogijo Israe̩l. "
7,Oñ i do̩ odu ugbo kide̩ ko̩ Masa
8,Tak Amale̩k
9,"Taku Mose̩s ka ñwu Jo̩shua kakini, Fʼaboke̩le̩ chi ñw a kʼe̩ dufu nyʼajogu kpai Amale̩k; nadago oj uwo-i o̩na, o̩kpa O̩jo̩ adʼef o̩wo̩-mi. "
10,"Abe̩le̩ Jo̩shua che alu ku Mose̩s ka ñw u, oñ i jogu kpai Amale̩k; Mose̩s kpai Aro̩n kpai He̩r la nyʼoj uwo le̩. "
11,"Oñ i lewatu e̩gba du ku Mose̩s dʼo̩wo̩-wñ dago ukpahiu Israe̩l tule, e̩gba du kʼi tʼo̩wo̩-wñ no̩ wane̩, ukpahiu Amale̩k tule. "
12,"Ama o̩wo̩ Mose̩s chane̩ egbogu; oñ ma mʼokuta du, ma mʼu du tʼofe-wñ, oñ i gugu oji-wñ, tak Aro̩n kpai He̩r kʼo̩wo̩-wñ e̩che̩ dago, e̩ne̩ʼka dʼo̩wo̩ʼka, e̩nekeji la dʼo̩wo̩ ekeji; abe̩le̩ o̩wo̩-wñ lodago gbogbo tak olu tunyʼane̩. "
13,Oñ Joshua nʼalu o̩kwo̩chageli fʼAmale̩k kpai abo-wñ gwo dajane̩.
14,"Taku Jihofa ka ñwu Mose̩s kakini, Fʼe-i ko̩ nyʼef ubuku ki chʼe̩wñ urewa, kʼe̩ ka ño̩ ka nyu Jo̩shua eti ka kʼomi akpa urewa Amale̩k lu bʼo̩gane̩ efojale te̩ hioko. "
15,"Taku Mose̩s fʼubo̩ iche̩bo̩ kpa, oñ i dʼodu-wñ ko̩ Jihofa chʼAgaliga-mi, "
16,"i kakini, Abu kʼo̩wo̩ no ede Jihofa! Jihofa ajʼogu kpai Amale̩k gbogbo nyʼo̩gba o̩gba-wñ."
