Verse,Text
1,"Taku Jihofa ka ñwu Mose̩s kakini, Go, omi dʼuwe̩ che dab O̩jo̩ ñwu Fero; Aro̩n, o̩maye-we̩ la ache akache̩-we̩. "
2,"O̩la du kʼu nañwa ñw e̩, uwe̩ ki ka; oñ Aro̩n o̩maye-we̩ aka ñwu Fero kʼi tʼamo̩ma Israe̩l no̩ ku ma kwobʼoj ane̩-wñ te̩. "
3,"Omi muda ache e̩do̩ Fero ki gbiti, oñ nache kʼujiwe-mi kpai e̩wñ uno̩-mi ki wewe nyo̩gba oj ane̩ Ijipti. "
4,"Fero muda anyʼuwe̩ eti n; tak u nadʼo̩wo̩-mi no ane̩ Ijipti, kʼu ko abudala udala-mi, owñ chʼamone̩-mi amo̩ma Israe̩l-i, kwʼoj ane̩ Ijipti lugbo udu lile kʼu nabu ñwu ma. "
5,"Tak abo Ijipti ama ka kʼomi Jihofa de̩, e̩gba kʼu fʼo̩wo̩-mi nadala nʼIjipti, kʼu nako amo̩ma Israe̩l kwʼefu-ma dufu. "
6,Taku Mose̩s kpai Aro̩n fʼabe̩le̩ che; ma che alu ku Jihofa ñwa ñwu ma. 
7,"O̩do̩ Mose̩s la chʼo̩gbo̩ me̩le̩, oñ o̩do̩ Aro̩n chʼo̩gbo̩ me̩le̩ nyoke me̩ta e̩gba ku ma ko̩la ñwu Fero le̩."
8,"Taku Jihofa ka ñwu Mose̩s kpai Aro̩n kakini, "
9,"E̩gba ku Fero aka ñwu me̩ kakini, Chʼuno̩-me̩ʼka kʼu go, e̩gbale̩ uwe̩ aka ñw Aro̩n kakini, Mʼo̩kpa-we̩ du ro̩ tane̩ o̩gba Fero, kʼi mud ejo. "
10,"Taku Mose̩s kpai Aro̩n nyʼugbo Fero, oñ ma che alu ku Jihofa ñwa ñwu ma le̩. Aro̩n la mʼo̩kpa-wñ du ro̩tane̩ o̩gba Fero kpai o̩gba abuko̩lo̩-wñ, oñ i mud ejo. "
11,"Taku Fero fʼamanibe kpai amachobochi do̩ wa; oñ ama, amachifamu Ijipti le̩, ño̩ ne̩ e̩wñ ifamu-ma chʼabe̩le̩ ge̩. "
12,"Todu e̩ne̩ne̩ne̩ne̩-ma mʼo̩kpa-wñ du ro̩ tane̩, oñ i mud ejo. O̩kpa Aro̩n muda mʼo̩kpa-ma ko mi. "
13,"Oñ e̩do̩ Fero ño̩ gbiti kpo̩, i ko̩ enetirʼuma; alu ki Jihofa ka le̩."
14,"Taku Jihofa ka ñwu Mose̩s kakini, E̩do̩ Fero chʼokuta, i ko̩ etʼamone̩-i no̩. "
15,"E̩ nyʼugbo Fero odudu, go, i adufu nyʼaji; tak uwe̩ ki dago eti o̩ba ohimini anede owñ, kʼe̩ la dʼo̩kpa kʼi rida ejo le̩ nʼo̩wo̩. "
16,"Tak uwe̩ ki ka ñw u kakini, Jihofa, O̩jo̩ amaHibru, kpe̩ mi wʼugbo we̩-i, kakini, Tʼamone̩-mi no̩ ku ma re̩ mi aje̩tachi; e̩ go, uwe̩ la nyeti ta n. "
17,"Abu ku Jihofa aka de̩, kakini, Ef e-i oñ uwe̩ ama ka kʼomi Jihofa de̩: go, nadʼo̩kpa ki dʼo̩wo̩-mi-i gwo omi Naye̩l-i, oñ i arida e̩bie̩, "
18,"tak e̩ja ki jʼefu Naye̩l-i aku, omi Naye̩l-i la alu, oñ omi Naye̩l-i achʼabo Ijipti ihie̩ne̩ eñmo̩. "
19,"Taku Jihofa ka ñwu Mose̩s kakini, E̩ ka ñw Aro̩n kakini, E̩ mʼo̩kpa-we̩ du kʼe̩ fʼo̩wo̩ nadala nʼeju omi Ijipti, noji ohimini ohimini-ma, noji aji aji-ma kpai noji oduda oduda omi-ma kpai noji ugbo du kʼomi-ma agbagu, kʼi mud e̩bie̩; abe̩le̩ e̩bie̩ ado̩mo̩ ugbo du ane̩ Ijipti, tʼef e̩wñ eku oli tʼe-okuta."
20,"Taku Mose̩s kpai Aro̩n che alu ku Jihofa ñwa ñwu ma le̩; i la mʼo̩kpa le̩ du nyate̩, oñ i mʼu du gwo omi Naye̩l eju Fero kpai eju abuko̩lo̩-wñ du, tak omi Naye̩l le̩ du mud e̩bie̩. "
21,"E̩ja ki la jʼefu Naye̩l leku, taku Naye̩l le̩ kwolu, oñ abo Ijipti ma ño̩ neke ñmo̩ omi Naye̩l le̩ ge̩ n; e̩bie̩ la dʼugbo du oj ane̩ Ijipti. "
22,"Tak amachifamu Ijipti ño̩ fʼe̩wñ ifamu-ma che abe̩le̩ ge̩; oñ e̩do̩ Fero ño̩ gbiti waa, i la ko̩ enyʼuma eti; alu ki Jihofa ka le̩. "
23,"Taku Fero murida le tef unyi-wñ, tʼabe̩le̩, tʼabe̩le̩, i dʼe̩do̩ tʼo̩ n. "
24,"Tak abo Ijipti chaka fʼura gwa o̩la Naye̩l ku ma kpa ñmo̩, todu ma neke ñmo̩ omi Naye̩l le̩ n."
25,"Tak abu ku Jihofa fu Naye̩l gwo le̩, i ño̩ jʼo̩jo̩ mebie."
