Verse,Text
1,"Me̩ gbʼe-i, O ame̩ amatama!"
2,Abo ku ma la fʼe̩re̩ ubi ro̩ la nyʼef e̩kpabie̩ jiji jiji me̩;
3,"U chema Ifraim,"
4,E̩wñ ku ma jʼache aje̩ ñw ma rida
5,Eke Israe̩l la do̩mo̩ agbʼibenu eju-wñ;
6,Ma alo kpʼame̩wño̩re̩-ma egini kpʼamokuno̩-ma
7,Ama kʼo̩wo̩-ma nyʼukpo arʼo̩kpo̩ ñw Jihofa me̩;
8,"Me̩ ki fʼo̩kakachi kekele fa Gibea,"
9,Ifraim amud akpokpo e̩wñ
10,Amagboji Juda dab
11,"Ma fʼIfraim che o̩lachi, ma fʼu demane̩ ef ajo̩,"
12,"Todule̩ omi dabe̩ne̩ kʼojudu ñw Ifraim,"
13,"E̩gba kʼIfraim fʼo̩ga-wñ li,"
14,"Todu omi adab idu ñw Ifraim,"
15,"Nalo kʼu dabi tʼe̩gu-mi,"
