Verse,Text
1,Israe̩l chʼikeli ki hidu kʼi arʼe̩ro-wñ.
2,E̩do̩-ma chʼejeji;
3,Fa-i ama aka chuu kakini:
4,O̩la ofo ma ka;
5,Okpo achʼabo ku ma dodo Samaria ofe
6,"Ma ñʼane̩ nyʼAsiria,"
7,"I chʼe-Samaria, ma fʼonu-wñ ko̩da bʼo̩ te̩,"
8,"Ma ñʼakpʼotete otete Afe̩n,"
9,"O Israe̩l, uwe̩ te̩tadure akwʼiko Gibe̩a le̩;"
10,E̩gba ki dʼumi e̩do̩ nako̩ ma o̩la;
11,Ifraim la dab ole okuno̩ agbadufu ku ma kʼo̩ uko̩lo̩
12,"Me̩ ki fʼe̩wñ gbe̩ ñw o̩la-me̩ ef o̩kpakpa,"
13,"Ame̩ te̩takʼe̩be̩ e̩wñ bibi,"
14,"todule̩ ekuku akwane̩ ef abo-we̩,"
15,"Abe̩le̩ Be̩te̩l ache me̩,"
