Verse,Text
1,"E̩ ki gwoguyo̩, O Israe̩l,"
2,"Ajita ugwo̩ka kpai agu o̩ko̩lo̩ omi achiwebe̩te̩ma akʼuje̩wñ ñw ma jo̩ n,"
3,Ma agugu oj ane̩ Jihofa n;
4,Ma adʼomi achiwebe̩te̩ma dajane̩ ñw Jihofa n;
5,Abu me̩ ache o̩jo̩ ujeju eju e̩kpa le̩
6,"Todu go, ma kwo bʼe̩kpabie̩ te̩ me̩;"
7,"Iko ewa fejudo lewa,"
8,"Ifraim chʼadaku ugbo O̩jo̩-mi,"
9,Ma fʼo̩la-ma kpabie̩ tabale
10,"Omi fʼIsrae̩l li dabe̩ne̩ kʼachiwebe̩te̩ma ef aje̩tachi,"
11,"I chʼe-Ifraim, ojima-ma awu rinyo̩ dabe̩ne̩ kʼe̩we̩—"
12,"Dagba ma chaka nʼamo̩ma-ma gba,"
13,Ma du Ifraim gbe̩ uña ube̩do̩
14,"Ko ñw ma, O Jihofa—"
15,E̩wñ bibi-ma du jo̩ Gilgal;
16,"Ma fʼIfraim gwo,"
17,"O̩jo̩-mi ako ma rinyo̩,"
