Verse,Text
1,"O̩do̩ ekeji ku Darius jʼonu, ochu e̩ke̩fa-wñ, o̩jo̩ ejodudu ochu le̩, o̩la Jihofa lʼugbo Hagai akache̩ wʼugbo Zerubabe̩l o̩ma Shealtie̩l ki chʼigo̩bina Juda, kpai ugbo Jo̩shua o̩ma Jehozadak, ki chʼagboji amatama, kakini, "
2,"Abu ki Jihofa ki nʼe̩wñ du ka de̩, kakini, Amone̩-i jʼaka kakini, Iko-wñ wa ta n, owñ chʼiko ku ma ako̩ unyi Jihofa. "
3,"Tak o̩la Jihofa lʼugbo Hagai akache̩ le̩ wa kakini, "
4,"Abu kʼunyi-i chʼalache̩ te̩-i, iko kʼame̩ onugo agugu unyi-me̩ ku me̩ kwo̩ o̩me̩me̩le̩ le̩ de̩? "
5,"Todule̩ abu ki Jihofa ki nʼe̩wñ du aka de̩ kakini, Me̩ ki dʼe̩do̩ tʼo̩na o̩na ku me̩ le le̩ ku me̩ fʼibe-wñ kpe̩. "
6,"Ame̩ fʼe̩wñ gbe̩ tuu, me̩ kʼe̩wñ ree wʼunyi; me̩ je̩ e̩wñ, i muda bʼume̩ jo̩ n; me̩ ñmʼomi, efu-me̩ la ko̩ n; me̩ kʼukpo bʼo̩la ma, i muda anʼe̩ne̩ du kʼafu ma kpʼo̩ n in; oñ e̩ne̩ ki achʼuko̩lo̩ ku ma rʼo̩me̩ ñw u agbʼo̩me̩-wñ tef akpulu kʼofe-wñ chʼe̩gudu."
7,"Abu ki Jihofa ki nʼe̩wñ du aka de̩ kakini, Me̩ ki dʼe̩do̩-me̩ tʼo̩na o̩na ku me̩ le le̩ ku me̩ fʼibe-wñ kpe̩. "
8,"Me̩ nyʼibe uwo le̩ akʼoli wa ku me̩ fʼunyi-i ko̩; tak i abʼumi e̩do̩, oñ u nanʼojima, Jihofa ka-i. "
9,"Ame̩ neju e̩wñ nana, me̩ la go, i mud e̩wñ ree; tak e̩gba ku me̩ mʼu ko wʼunyi, u fʼu fʼafu rinyo̩. E̩wñ chi? Jihofa ki nʼe̩wñ du aka-i. Tod unyi-mi kʼi chʼalache̩ te̩, oñ ame̩ aboke̩le̩, e̩ne̩ne̩ne̩ne̩-me̩ jʼara nyʼunyi e-wñ. "
10,"Todule̩ noji e-me̩ le̩ oñ efojale fʼeli dahi ki we̩ echi, oñ ane̩ adʼe̩ro-wñ hi. "
11,"Omi la do̩ udolu kʼi lewa bʼane̩ ma, kpai abʼuwo uwo ma kpai abʼe̩wñ e̩yo̩ ma kpai abʼomi achiwebe̩te̩ma etito̩ ma kpai abʼekpo ma kpai abʼe̩wñ kʼane̩ adu dufu ma, kpai abʼone̩ ma kpai bʼame̩la abe̩re̩me̩le̩ ma kpai abʼe̩wñ du kʼo̩wo̩ one̩ achakanya uko̩lo̩-wñ ma, kʼe̩wñ du ki gbe̩ te̩."
12,"Taku Zerubabe̩l o̩ma Shealtie̩l, kpai Jo̩shua o̩ma Jehozadak, agboji amatama, manyʼabubo̩ amone̩ le̩ chaka gbʼomu Jihofa O̩jo̩-ma gbo̩, kpai o̩la Hagai akache̩, alu ki Jihofa O̩jo̩-ma fʼu kpuche̩ wa le̩; oñ amone̩ le̩ kwo railo eju Jihofa. "
13,"Taku Hagai onuche̩ Jihofa le̩ fʼuche̩ Jihofa je̩rʼamone̩ le̩ kakini, Omi dʼugbo me̩, Jihofa ka-i. "
14,"Oñ Jihofa dʼe̩do̩ Zerubabe̩l o̩ma Shealtie̩l, igo̩bina Juda le̩, kwane̩, kpai e̩do̩ Jo̩shua o̩ma Jehozadak, agboji amatama, kpai e̩do̩ abubo̩ amone̩ le̩ chaka; taku ma lewa chʼuko̩lo̩ unyi Jihofa ki nʼe̩wñ du, O̩jo̩-ma le̩, "
15,o̩jo̩ ogu nyoke me̩le̩ ochu e̩ke̩fa o̩do̩ ekeji ku Darius jʼonu.
