Verse,Text
1,"Adua Habakuk, akache̩, ku ma nu oji Shigiono̩t de̩."
2,"O Jihofa, omi fʼinabali-we̩ gbo̩ me̩, oñ narailo."
3,"O̩jo̩ kwo Teman wa,"
4,"Ufane̩-wñ la dab ugane̩,"
5,"E̩wñ ibi tʼowñ o̩gba alo,"
6,I kwodago oñ i fʼile̩-i ñwa;
7,Omi Ji unyabo Kushan ki jʼef o̩bata;
8,"Ohimini ohimini bi we̩ eju, O Jihofa?"
9,"E̩ mʼo̩o̩do̩-we̩ du te̩ gbaa,"
10,"Uwo uwo fʼe̩ li, oñ i kwoli gbili-gbili;"
11,Olu kpʼochu kwodago ka ef odo-ma
12,"Uwe̩ lale gu ef ane̩ le̩ du ef e̩do̩ e̩kpa-we̩,"
13,"Uwe̩ dufu tod ujadu abo-we̩,"
14,"Uwe̩ nʼo̩kpa-wñ onugo gwunyʼoji abogu-wñ,"
15,"Uwe̩ nʼamanya-we̩ le ej ohimini abadi,"
16,"U gbo̩, tak o̩la-mi kwoga,"
17,"Todu dagba kʼoli o̩gbaikolo̩ ma dikoko n,"
18,"omi muda agwoye efu Jihofa kpo̩,"
19,"Jihofa, Ondu, chʼukpahiu-mi;"
