Verse,Text
1,"O̩la ku Habakuk, akache̩, li de̩."
2,"O Jihofa, gbogbo wʼe̩gba oñ nakwadʼe̩,"
3,E̩wñ chi kʼuwe̩ adʼe̩wñ ibe̩te̩ ña mi
4,"Todule̩ o̩lo̩da bulo̩,"
5,Me̩ go ef abo uche̩ichi abo uche̩ichi ku me̩ li;
6,"Todu go, omi akʼabo Kaldia kwane̩ me̩,"
7,"Ma bailo, e̩gahi-ma gbe̩;"
8,"Amanya-ma ale̩ tʼamikpali le,"
9,O̩chaka-ma awa ku ma chʼe̩wñ akpulu;
10,"Ochochi, ma chʼamonu e̩de̩te̩,"
11,"Taku ma lale fuu dab afu alo-ma waa,"
12,"I chʼuwe̩ do̩mo̩ kwʼigbelegbele n,"
13,Uwe̩ kʼeju-we̩ chefe̩ tʼe̩wñ e̩bie̩ne̩ ego le
14,"Todu e̩ che kʼamone̩ ki dab ame̩ja ohimini abadi,"
15,"Ma anʼuwo̩ mu ma chaka,"
16,Todule̩ ma akpʼe̩wñ e̩bie̩ ñw e̩hia-ma
17,"Todule̩ ma ñʼawe ekʼe̩wñ ki jʼef e̩hia-ma dajane̩ alo waa,"
