Verse,Text
1,"Tak ame̩, abu ku me̩ leku te̩ ef uñwanane̩ kpai adure-me̩, "
2,"owñ chʼe-ku me̩ tale ef uwñ e̩gbaʼka le̩ likpa abo o̩kpanachi ile̩-i, teju alu kʼagboji abo̩da e-afu ki aju ate̩-i ache, owñ chʼafu ki achuko̩lo̩ ef amo̩ma ku ma ko̩ egbagbo̩ fai. "
3,"O̩chaka-wa jʼef uma ada ef e̩ño̩ e̩wñ o̩re̩la-wa e̩gbaʼka le̩, oñ a nʼe̩wñ ki dʼo̩re̩la kpai ibe e̩do̩ ache le̩. Italigba e-wa chʼamo̩ma uwe̩do̩ alu kʼe-abo ki bo̩ de̩. "
4,"Ama O̩jo̩, kʼi chʼanana ef ejumomi eli, lef ufe̩do̩-wñ nana kʼi ne̩ fe̩do̩ wa, "
5,"abu kʼa leku jʼef uñwanane̩-wa, i che kʼawa bo̩ Kraisti nʼiñmi. Lugbo ufe̩do̩-e̩nyo̩ oñ me̩ jʼef ujadu. "
6,Oñ i che kʼa bʼowñ dajikwane̩ kʼa la bʼowñ gugu ef uña efojale efu Kraist Jisus; 
7,todu kʼi dʼunana ufe̩de̩nyo̩ ki tabale ef emo̩la kʼi mo̩la ñw a efu Kraist Jisus le̩ ñe̩ña ef o̩kpanachi du ki awa. 
8,"Todu ufe̩do̩-e̩nyo̩ chʼe̩wñ ku me̩ jʼef ujadu lef e̩do̩ ekono. E-le̩ la chʼefu-me̩ i kwo n, chai ele O̩jo̩ i che; "
9,"i la chʼef uko̩lo̩ eche i kwo n, tode̩gba kʼe̩ne̩ du abuba-wñ. "
10,"Todu awa chʼe̩wñ kʼo̩wo̩-wñ che, i nyi wa efu Kraist Jisus todu uko̩lo̩ e̩nyo̩, e-kʼO̩jo̩ chʼo̩na-wñ tane̩ todu kʼawa ki tale ef uwñ."
11,"Todule̩ me̩ nalibekado kakini, E̩gba kʼame̩, abo uche̩ichi ef ore̩la chʼabo kʼabo ku ma do̩ ma ko̩ abo kʼo̩wo̩ one̩ da ma e̩pi ef o̩re̩la, ado̩ Ame̩ kʼabo e̩piodukulu; "
12,"kakini, Ame̩ jo̩ e-me̩ ojoji ñwu Kraist iko le̩, o̩wo̩-me̩ la dʼef e̩wñ ane̩ Israe̩l in, abu ku me̩ chʼononojo ugbo alo ku ma kpe̩ ugbo e̩wñ ku ma ko̩la-wñ tane̩ le̩, me̩ nʼukibeno n, me̩ nʼO̩jo̩ n, me̩ jo̩ ile̩-i ofofo. "
13,"Fai, efu Kraist Jisus, ame̩ ku me̩ jʼo̩najiji e̩gbaʼka le̩ mud abo ki me̩ru ef e̩bie̩ Kraist me̩. "
14,"Todu owñ chʼure̩do̩-wa, owñ ki kʼawa mejeji chʼokate le̩, kʼi laño̩ fʼo̩kaga o̩do̩ owñ chʼulaka, ki dʼagbagba-wa le̩ gulo̩, "
15,"abu kʼi fʼolo̩da e-uko̩ ku ma te̩ kpai owu owu ku ma hi le̩ gbogili te̩ ef o̩re̩la-wñ, todu kʼowñ ki fʼama mejeji nyi ef o̩la-wñ tef one̩ etito̩ okate, kʼi fʼure̩do̩ che; "
16,"kʼi laño̩ fʼamamejeji ño̩ru ef año̩la okate ñw O̩jo̩ lef oli uku le̩, abu kʼi fʼulaka le̩ kpaku ef uwñ. "
17,"Oñ i lewa fʼuche̩nyo̩ e-ure̩do̩ je̩ rʼame̩ ku me̩ jʼo̩najiji, kpai ure̩do̩ ñwʼabo ki me̩ru anane̩, "
18,todu lef uwñ awa mejeji chenʼo̩na kʼa gudu nyʼugbo Ata ef Afu okate. 
19,"Todule̩ ame̩ ño̩ chʼononojo kpai ilowa fai ge̩ n, ame̩ kpai abo kiafo̩ le̩ la chʼamo̩mane̩, me̩ la chʼabo unyi O̩jo̩. "
20,"Abu ku ma fʼume̩ ne oj e̩re̩ unyi e-ame̩nukpuche̩ kpai amakache̩, Jisus Kraist onugo la chʼokuta ki kpoji ade alo-wñ meji; "
21,"ef uwñ, o̩gbo̩ unyi le̩ du ru ko omune̩, oñ i agba waa ki chʼunyi ejefu kiafo̩ ef Ondu. "
22,"Ef owñ ge̩, ma fʼume̩ ne mʼomune̩ ku me̩ chʼunyi kʼO̩jo̩ adodo ef uwñ ef Afu."
