Verse,Text
1,E̩ neke nʼuwo̩ fa Lifayatan
2,E̩ neke dʼiku tunyʼiñmo̩-wñ?
3,I agbo̩ko̩ ño̩ gbo̩ko̩ bʼe̩?
4,I jʼakpʼalo kpʼuwe̩?
5,Uwe̩ adʼu chiya dab e̩we̩?
6,Amame̩ja anyʼaja-wñ?
7,E̩ neke kʼo̩daji ro̩nyʼu kʼugbo du año̩-wñ ma abo̩ n?
8,Dʼo̩wo̩ kadʼo ke;
9,"Go, e̩do̩ one̩ ki kibeno ka kʼi adʼu akpabie̩;"
10,I nʼe̩ne̩ du ki nʼe̩do̩ kʼi adʼu e̩do̩ kwane̩ n.
11,E̩ne̩ dʼe̩wñ ñw mi ejodudu kʼu nadabi dʼakoji ñw u?
12,"I chʼe-e̩wñ año̩la-wñ ojoji ojoji le̩,"
13,E̩ne̩ neke gwʼe̩wñ o̩la-wñ jʼane̩?
14,E̩ne̩ neke bi olugbana eju-wñ?
15,"Ikpako ki bʼubi-wñ ma o̩gba o̩gba chʼuba-wñ,"
16,I kad omune̩ kʼafu ma nekʼale agbagba-wñ n.
17,I chegamʼomune̩;
18,"Achifo-wñ abʼuna,"
19,O̩go̩ una la akwef alu-wñ dufu;
20,"Odudu la akwef iñmo̩-wñ dufu,"
21,"Afu iñmo̩-wñ adʼuna tʼige̩,"
22,"Ukpahiu ru o̩lo̩-wñ,"
23,"Ikpe̩ o̩re̩la-wñ gamʼomune̩,"
24,"E̩do̩-wñ gbiti dab okuta,"
25,"E̩gba kʼi dʼo̩la-wñ kwane̩, amagbiti achokpo;"
26,"Dagba one̩ nʼo̩kwo̩chageli gwoda, i chʼo abu du n;"
27,"Ebije dab e̩gbe eju-wñ,"
28,O̩fa aje̩ ñw u ra n;
29,I fʼugbo̩lo̩ oli lorʼikakpunu egbe ofo;
30,Efu-wñ ki akulu ane̩ chʼanade ki ale̩;
31,I aje̩ ñw ugbo ki nefu ki na dab ucha;
32,I ache kʼikpa-wñ ki fane̩ atʼo̩ ubi;
33,"E̩go̩-wñ ki ma arailo n, dʼile̩ n."
34,I ago e̩wñ du ki jʼatate̩;
