Verse,Text
1,"Ugbo e̩ne̩ kʼe̩ che̩do̩-wñ le̩ letu,"
2,"E̩ne̩ kʼu nache̩do̩-wñ gwo̩ru le tʼef uche̩-wñ,"
3,"E̩ne̩ kʼu nache̩do̩-wñ ne̩ mi, omi laño̩ nʼe̩ne̩ kʼu nache̩do̩-wñ le̩;"
4,"Uwe̩ chʼalifia, e̩no̩wo̩-mi, alifia we̩ dabu Tirza,"
5,"Mʼeju-we̩ rida bʼumi te̩, todu i tʼumi le—"
6,"Enyi-we̩ dab ujo̩ amole ala,"
7,Ibakpiti-we̩ dab e̩bu e̩ro po̩me̩grane̩t
8,"Amo̩ya onu chʼo̩gbo̩ me̩ta, abaja-wñ chʼo̩gbo̩ me̩le̩,"
9,"Ikede e-mi, e̩ne̩-mi ki mufu-i, chʼokate,"
10,E̩ne̩ chʼonobule̩ kʼeju-wñ ade̩ dabe̩ne̩ kʼo̩jo̩ añwa-i?
11,"Omi gwo̩ru nyʼef uche̩ oli ku ma kpʼe̩yo̩-wñ je̩,"
12,"U nʼenʼibe-wñ n, oñ onugo-mi dʼumi gugu"
13,"Mudabiwa, mudabiwa, uwe̩ e̩ne̩ Shulam le̩,"
