Verse,Text
1,"O uwe̩ ma dab o̩maye-mi e̩ne̩ke̩le̩,"
2,Omi ma nʼuwe̩ le kʼu dʼe̩
3,"Oji-mi ma nʼo̩wo̩-wñ awohi,"
4,"Ame̩ amo̩monobule̩ Je̩rusale̩m, nagʼO̩jo̩ nʼume̩,"
5,E̩ne̩ kwʼef aje̩tachi awa-i?
6,"Mʼumi du chʼuhiuko̩ e̩do̩-we̩,"
7,"Omio̩fo̩ nana nana neke kpʼufe̩do̩ lu n,"
8,"Awa che̩nʼo̩maye onobule̩ ke̩ke̩,"
9,"I ma chʼo̩do̩,"
10,"Omi chʼo̩do̩,"
11,So̩lo̩mo̩n nʼuche̩ achiwebe̩te̩ma Be̩-e̩l-hemo̩n;
12,"Uche̩ achiwebe̩te̩ma-mi, kʼomi ne̩, tʼo̩gba-mi-i;"
13,"Uwe̩ kʼe̩ gugu oko le̩,"
14,"Hiane̩ wa, uwe̩ kʼu nache̩do̩-i,"
