Verse,Text
1,"O̩maye-mi, o̩ya-mi, u lewa ef uche̩-mi,"
2,"U dachi alolu, eju e̩do̩-mi muda jo̩,"
3,"U mʼafe̩-mi gwo̩ jane̩ me̩,"
4,"E̩ne̩ kʼu nache̩do̩-wñ dʼo̩wo̩ lʼowe̩ tʼejefu,"
5,"U kwane̩ kʼu mʼu bi ñw e̩ne̩ kʼu nache̩do̩-wñ le̩,"
6,"U mʼo̩na bi ñw e̩ne̩ kʼu nache̩do̩-wñ le̩,"
7,"Amadide ku ma tale ewo le̩,"
8,"NagʼO̩jo̩ nʼame̩, ame̩ amo̩ma onobule̩ Je̩rusale̩m,"
9,Ugbo oñ e̩ne̩ kʼe̩ che̩do̩-wñ le̩ fʼe̩ne̩
10,"Eju e̩ne̩ kʼu nache̩do̩-wñ le̩ ade̩ ki atekpo,"
11,Oji-wñ chʼo̩jamalia e-e̩gwe̩;
12,"Eju-wñ la dab amikede eti aji,"
13,"Iti-wñ dab ikpoga e̩wñ idoro,"
14,"O̩wo̩-wñ chʼelika elika o̩jamalia,"
15,"E̩re̩-wñ dab okuta e̩kina meji ki dago waala,"
16,"Alu-wñ arinyo̩ tabale,"
