Verse,Text
1,"Tak u li onuche̩ omune̩ ki gbi-ñmi kʼi agwo̩ru kwʼefojale wa, akpa bʼo̩la-wñ ma, o̩ba dʼoji-wñ, eju-wñ la dab olu, oñ e̩re̩-wñ dab una ki gba dago dab ugbogaga e̩wñ. "
2,"I la nʼubuku kekele ki che̩bite̩ ef o̩wo̩-wñ, tak i mʼe̩re̩-wñ awo̩to̩ du nʼohimini, i la dʼe-awohi nʼane̩ ile̩-i, "
3,"tak i nʼomuko̩la lile akwa alu kʼidu ako̩la: oñ e̩gba kʼi kwa, akpabana mebie le̩ nʼomu-ma ako̩la. "
4,"Oñ e̩gba kʼakpabana mebie le̩ fʼo̩la ka, u le kʼu ko̩ nyʼo̩takada, u muda gbʼomuko̩la kwʼefojale, kakini, Fʼe̩wñ kʼakpabana mebie le̩ ka hiuko̩ te̩, e̩ ki ko̩ e-le̩ n. "
5,"Tak onuche̩ e-kʼu li abu kʼi adago ej ohimini kpʼane̩ ile̩-i dʼo̩wo̩ awo̩to̩-wñ nyʼate̩ rʼo̩wo̩ efojale, "
6,"oñ i fʼe̩ne̩ kʼi deju ogbegbele̩ nyile̩wa, e-kʼi nyi efojale kpʼe̩wñ du ki jʼef uwñ, kpʼane̩ ile̩ kpʼe̩wñ du ki jʼef uwñ, kpʼohimini kpʼe̩wñ du ki jʼef uwñ go kakini, Iko ñʼade̩ ge̩ n, "
7,"ama iko o̩jo̩ omuko̩la onuche̩ e̩kebie-i, e̩gba du kʼi le kʼi fʼo̩kakachi, afili O̩jo̩ kpoji, alu kʼi fʼuche̩nyo̩-wñ je̩rʼamadu-wñ ku ma chʼamako̩che̩-wñ."
8,"Tak omuko̩la kʼu gbo̩ kwʼefojale ño̩ dabi ko̩la ñw mi ge̩, i kakini, Lo, kʼe̩ gbʼibuku ki che̩chite̩ ef o̩wo̩ onuche̩ ki adago ej ohimini kpʼane̩ ile̩ le̩. "
9,"Tak u nyʼugbo onuche̩ le̩ u ka ñw u kʼi dʼibuku kekele le̩ ñw mi. Oñ i ka ñw mi kakini, Gba, kʼe̩ mʼu du je̩; i la aje̩ ñw efu-we̩ lukoko, i muda arinyo̩ dab iño̩ ef alu-we̩. "
10,"Tak u mʼibuku kekele le̩ gba kwef o̩wo̩ onuche̩ le̩, oñ u mʼu du je̩; oñ i rinyo̩ dab iño̩ ef alu-mi; e̩gba kʼu fʼu je̩, i je̩ ñw efu-mi lukoko. "
11,"Taku ma ka ñw mi kakini, I dukpe̩ kʼe̩ ñʼadabi kache̩ ñw amone̩ kpʼabo uche̩ichi kpʼalu ichi kpʼamonu wewe chuu."
