Verse,Text
1,E̩ne̩ kʼi akpʼe̩wñ fo̩ rʼane̩ lewa kʼi akobʼe̩.
2,Todu Jihofa adʼe̩gahi Jeko̩b dabi wa
3,"Ugbeyo̩ amagbiti-wñ akpa me̩,"
4,"O̩kogu okogu jʼej o̩na alo̩fu,"
5,"I arewa ame̩nojima-wñ,"
6,"Ma mʼo̩na ohimini ohimini bi me̩,"
7,"ma fʼibe-wñ kpe̩ me̩, ma fʼodu-wñ onobule̩ le̩ tago ofo, ma adʼu kwʼo̩mo̩ alo,"
8,Nine̩fa la te̩te̩ do̩mo̩ kwʼigbelegbele
9,"Me̩ mʼajifa-wñ ko,"
10,Efu-wñ te̩ ofo! E̩wñ du de̩ ge̩ n! i tʼo̩mo̩ ofofo!
11,Ugbo owo amidu le̩ de̩?
12,Idu le̩ fʼe̩wñ fana ye̩ge̩ye̩ge̩ ki bʼamo̩ma-wñ jo̩
13,"Go, omi chʼe̩nagwunyʼuwe̩, Jihofa ki nʼe̩wñ du ka-i, u la agu okogu-we̩ jo ef odudu, oñ o̩kwo̩chageli afʼamo̩ma idu-we̩ lie̩ rinyo̩; u la akʼe̩wñ kʼuwe̩ akpa kʼe̩ je̩ da bʼane̩ ile̩ te̩, e̩ne̩ du ñʼagbo̩ omuko̩la amonuche̩-we̩ ge̩ n."
