Verse,Text
1,"O̩la Nine̩fa de̩. O̩takada e̩wñ ku Nehum, e̩ne̩ E̩lko̩sh, li ef ane̩ ego de̩."
2,"Jihofa chʼO̩jo̩ ajogu i la anache̩,"
3,"Jihofa ahika we̩do̩ n, ukpahiu-wñ la tabale,"
4,"I anukarʼohimini oñ i aje̩ ñw u gbe̩,"
5,"Uwo uwo naga o̩gba-wñ,"
6,E̩ne̩ neke dago o̩gba e̩do̩ e̩kpa-wñ?
7,"Jihofa chenyo̩,"
8,I muda anʼomi ki wobi
9,E̩wñ me̩ ñwa nyu Jihofa?
10,"Todu ma chʼe̩ji dab ikeke,"
11,E̩ne̩ʼka kwʼef uwe̩ dufu
12,"Abu ki Jihofa aka de̩ kakini,"
13,Fai tak u nagu oli uno̩lo̩-wñ che̩ bʼe̩ o̩lo̩ te̩
14,Jihofa la ñwa ñw ma tod uwe̩ me̩:
15,"Go, e̩re̩ e̩ne̩ kʼi dʼuche̩nyo̩ wa le̩"
