Verse,Text
1,"O̩takada o̩lo̩pu Jisus Kraisti o̩ma Defid, o̩ma Ebraham o̩gba o̩gba de̩. "
2,Ebraham bi Aise̩k. Aise̩k la bi Jeko̩b. Jeko̩b la bi Juda kpʼamo̩maye-wñ. 
3,Tamar la bi Pe̩re̩z kpai Ze̩ra ñwu Juda. Pe̩re̩z la bi He̩zro̩n. He̩zro̩n la bi Ram. 
4,Ram la bi Aminadab. Aminadab la bi Naasho̩n. Naasho̩n la bi Salmo̩n. 
5,Rehab la bi Boaz ñwu Salmo̩n. Rutu la bi Obe̩d ñwu Boaz. Obe̩d la bi Je̩si.
6,Je̩si la bi Defid kʼi chʼonu. E-Uraya le̩ la bi So̩lo̩mo̩n ñwu Defid. 
7,So̩lo̩mo̩n la bi Reho̩boam. Reho̩boam la bi Abaija. Abaija la bi Esa. 
8,Esa la bi Jeho̩shafat. Jeho̩shafat la bi Jo̩ram. Jo̩ram la bi Uzaya. 
9,Uzaya la bi Jotam. Jotam labi Ehaz. Ehaz la bi He̩ze̩kaya. 
10,He̩ze̩kaya la bi Manase. Manase la bi Amo̩n. Amo̩n la bi Josaya. 
11,Josaya la bi Je̩konaya kpʼamo̩maye-wñ iko ku ma mʼuma chʼodo nyi Babilo̩n.
12,Abu ku ma la mʼuma chʼodo nyi Babilo̩n taku Je̩konaya bi She̩altie̩l. Shealtie̩l la bi Ze̩ro̩babe̩l. 
13,Ze̩ro̩babe̩l la bi Abihud. Abihud la bi E̩layakim. E̩layakim la bi Ezo̩r. 
14,Ezo̩r la bi Zado̩k. Zado̩k la bi Akim. Akim la bi E̩liud. 
15,E̩liud la bi E̩leaza. E̩leaza la bi Matan. Matan la bi Jeko̩b. 
16,Jeko̩b la bi Jose̩f kʼi chʼo̩ko̩ Me̩ri kʼi bi Jisus ku ma do̩ ko̩ Kraisti le̩.
17,Abe̩le̩ o̩gba o̩gba du akwo Ebraham gbogbo wa Defid chʼo̩gba o̩gba me̩gwe̩le̩; akwo Defid gbogbo wʼe̩gba ku ma mʼuma chʼodo nyi Babilo̩n ño̩ chʼo̩gba o̩gba me̩gwe̩le̩; oñ akwʼe̩gba ku ma mʼuma chʼodo nyi Babilo̩n gbogbo wa Kraisti la chʼo̩gba o̩gba me̩gwe̩le̩ ge̩.
18,"Oñ alu ku ma bi Kraisti la de̩ kakini, Abu ku ma mʼiye-wñ Me̩ri du kpe̩ Jose̩f, o̩gba taku ma wa dama kpʼo̩la-ma, ma li abu kʼi defu lugbo Afu Kiafo̩. "
19,"Oñ abu ku Jose̩f o̩ko̩-wñ chʼe̩no̩kpakpa, ki ma la dʼowñ e̩do̩ kʼi adʼu nye̩ña ejo̩ja n, i nʼeku etʼo̩ no̩ ejubi."
20,"Abu kʼi la nʼibe e̩wñ-i akpe̩, go, onuche̩ Ondu kwotejugede ñw u ef o̩na kʼi na. I kakini, Jose̩f, uwe̩ o̩ma Defid, e̩ ki railo Me̩ri, o̩ya-we̩ le̩ egba n; todu efu-wñ kʼi nyo̩ le̩ kwʼugbo Afu Kiafo̩."
21,"Owñ la abi o̩ma e̩ne̩ke̩le̩, tak uwe̩ adʼodu-wñ ko̩ Jisus; todu owñ ajadu abo-wñ bʼadure-ma te̩."
22,"Oñ o̩gbo̩ e̩wñ-i du wa che todu kʼe̩wñ kʼOndu ka lef akache̩ le̩ ki che̩ kakini,"
23,"Me̩ go, igbe̩le̩ ki ma mʼe̩ne̩ke̩le̩ n le̩ adefu,"
24,"Tak abu ki Jose̩f kwane̩ kwef olu i che alu kʼonuche̩ Ondu ñwa ñw u, oñ i mʼo̩ya-wñ gba; "
25,i muda mʼowñ n gbogbo wʼe̩gba kʼi fʼo̩ma e̩ne̩ke̩le̩ bi; tak i dʼodu-wñ ko̩ Jisus.
