Verse,Text
1,"Oñ Afu nʼo̩la le̩ pitii aka, kakini, Adiko otitala, abo iche̩ka ana tʼo̩wo̩ʼka bʼo̩la e̩do̩ ekono te̩, ma anyʼamafu ku ma da one̩ ibe kpai uko̩-o̩la e-amebili eti, "
2,"ef ayechi e-amaremi, kʼakone̩ o̩la ki dʼef uma che̩muna kʼi chʼuhiuko̩-ma, "
3,"ma fʼo̩na kpanyʼo̩ya-ene̩, ma fʼuje̩wñ iche̩ka naba, O̩jo̩ la nyi kʼabo ku ma ke̩do̩no ku ma laño̩ fʼochochi ma kʼama ki gba ku ma fʼugwa-wñ gwa. "
4,"Todu e̩wñ du kʼO̩jo̩ nyi chʼo̩me̩me̩le̩, i la nʼe-du ku ma gba ku ma fʼugwa-wñ gwa ku ma ahiʼu tinyo̩ n; "
5,todu i afo̩ lef o̩lO̩jo̩ kpʼologu eche.
6,"E̩ kʼe̩wñ-i jʼane̩ ñw amo̩maye le̩ mak uwe̩ achʼe̩ne̩ Kraisti Jisus kʼi ache e̩wñ ñw one̩ e-ome̩me̩le̩, ku ma ne̩ o̩la e̩do̩ ekono kpʼuko̩-o̩la e-o̩me̩me̩le̩ kʼe̩ tetatʼo̩ ubi le̩ nʼe̩ gba. "
7,"Ama alo̩ ki chʼe̩wñ o̩ja, kpʼe-kʼabobule̩ anagbo alo̩ le̩ e̩ ki ko̩ tiba; e̩ ki la che ache ño̩ che kʼo̩la-we̩ ki ma ugbo ekpe̩do̩rʼO̩jo. "
8,"Todu ache ño̩ che kʼaño̩la ki ya chenʼile ree; ama ekpe̩do̩rʼO̩jo̩ chenʼile alu du, abu kʼi chenʼe̩wñ e-iñmi e-abajo̩-i kpai e-ki ache ki wa ku ma katane̩ ubi-wñ. "
9,"O̩la ku ma ke̩do̩no i che, i laño̩ nyo̩ bʼe̩ne̩ du jo̩ ki agba. "
10,"Todu e̩wñ ki chi kʼa chakanya kʼa la fʼeju gbiti-i de̩, owñ che todabu kʼa kibenʼO̩jo̩ e-ki deju, kʼi chʼE̩najadu amone̩ du, e-abo ku ma ke̩do̩no tʼoji."
11,E̩ ki dʼugbe̩do̩ ñwu ma kʼe̩ laño̩ ko̩ ma e̩wñ-i. 
12,"I ki nʼugbo kʼe̩ne̩ du adʼe̩ rʼo̩che̩ke̩ne̩ ukpe̩ kʼe̩ chʼokolobia n; uwe̩ ki muda che e̩wñ kʼame̩nuke̩do̩no awo̩li owñ, owñ chʼef o̩la eka kpʼalu kʼe̩ che e̩wñ ile̩-i kpʼef ufe̩do̩ kpʼef e̩do̩ ekono kpʼef o̩yaala. "
13,"Gbogbo wʼe̩gba kʼu lewa, e̩ namʼo̩kalatu eche ñw amone̩ kpai ugbe̩do̩ edu ñw one̩ kpai o̩la ekone̩ ne̩. "
14,"E̩ ki che dabe̩ne̩ kʼele ufe̩de̩nyo̩ ki dʼef uwe̩ ma wʼuwe̩ eju n, owñ chʼe-ku ma du ñw e̩ lef ache̩ eka kpai o̩wo̩ kʼabogijo ko nʼuwe̩ le̩. "
15,E̩wñ-i ki nawʼe̩ eju; e̩ ki dʼef uwñ; todu kʼenyo̩gba-we̩ ki tejugede ñw e̩ne̩ du. 
16,"E̩ namʼo̩la-we̩ ne̩, e̩ ki ño̩ mʼuko̩ o̩la le̩ ne̩, gugu ef e̩wñ-i waa; todu eche kʼe̩ che e̩wñ-i tʼo̩la-we̩ onugo, tʼabo ku ma gbo̩ o̩la-we̩ uwe̩ ajadu."
