Verse,Text
1,Tak abo ku ma dʼoji dufu ef abogijo abo Lifai te̩wʼugbo E̩leaza atama kpai ugbo Jo̩shua o̩ma Nun kpai ugbo abo ku ma dʼoji dufu ef abogijo o̩lo̩pu o̩lo̩pu abo Israe̩l; 
2,"oñ ma ka ñwu ma efu Shailo oj ane̩ Kenan le̩ kakini, Jihofa ñwate̩ lʼugbo Mose̩s ka ku ma ki kʼewo ewo ñw a kʼa dodo efu-wñ, kpai ane̩ ije̩ ki lʼo daka tod ame̩la abe̩re̩me̩le̩-wa. "
3,"Tak abo Israe̩l mʼewo ewo-i kpʼokije̩ ki lʼo daka ko ñw abo Lifai kwef e̩wñ ogu e-ma, alu ki Jihofa ñwate̩."
4,"Tak anya je̩ todu akwo̩ra unyi akwo̩ra unyi abo Kohat, Abe̩le̩ abo Aro̩n atama ku ma jʼef abo Lifai jʼewo me̩gwe̩ta kwef e̩wñ o̩lo̩pu Juda kpai e̩wñ o̩lo̩pu Simeo̩n kpai e̩wñ o̩lo̩pu Be̩njamin."
5,Tak abo Kohat kibo̩ je̩ ewo me̩gwa kwef e̩wñ akwo̩ra unyi akwo̩ra unyi o̩lo̩pu Ifraim kpai kwef e̩wñ o̩lo̩pu Dan kpai kwef e̩wñ ukpe̩reji o̩lo̩pu Manasa le̩.
6,Tak abo Ge̩rsho̩n jʼewo me̩gwe̩ta kwef e̩wñ akwo̩ra unyi akwo̩ra unyi o̩lo̩pu Isakar kpai kwef e̩wñ o̩lo̩pu Ashe̩r kpai kwef e̩wñ o̩lo̩pu abo o̩lo̩pu Naftali kpai kwef e̩wñ ukpe̩reji abo o̩lo̩pu Manasa efu Beshan.
7,"Abo Me̩rari alu kʼakwo̩ra unyi akwo̩ra unyi-ma de̩ je̩ ewo me̩gweji kwef e̩wñ abo o̩lo̩pu Rube̩n kpai kwef e̩wñ abo o̩lo̩pu Gad, kpai kwef e̩wñ abo o̩lo̩pu Ze̩biulo̩n."
8,"Tak abo Israe̩l mʼewo ewo le̩ manyʼane̩ ije̩ ki lʼuma daka ko ñw abo Lifai alu kʼanya je̩ ñwu ma, alu ki Jihofa ñwate̩ lʼugbo Mose̩s. "
9,"Taku ma ño̩ mʼewo ewo kʼa kʼodu-ma jo̩-i ko ñwu ma kwef e̩wñ o̩lo̩pu abo Juda kpai kwef e̩wñ o̩lo̩pu abo Simeon, "
10,abo-i chʼutodu amo̩ma Aro̩n kʼi dʼef akwo̩ra unyi akwo̩ra unyi abo Kohat ku ma chʼo̩lo̩pu abo Lifai; abu kʼanya je̩ todu ma ejodudu. 
11,"Oñ ma mu Kiriat-arba, oj ane̩ uwo Juda, manyu ane̩ ije̩ ki lʼowñ daka ko ñwu ma. Arba le̩ chʼata Anak le̩, (owñ che He̩bro̩n). "
12,Ma muda mʼoko-wñ kpai ikpo unyi ikpo unyi-wñ ko ñwu Kele̩b o̩ma Jefune kʼi ne̩ me̩.
13,Ma ño̩ mu He̩bro̩n ki chʼoke̩ko todu e̩ne̩ ki kpʼone̩ le̩ manyʼane̩ ije̩ ki lʼo daka kpai Libna ge̩ manyʼane̩ ije̩ ki lʼo daka 
