Verse,Text
1,O̩la Jihofa ki wʼugbo Joe̩l o̩ma Pe̩tiue̩l de̩;
2,"Me̩ gbʼe-i, ame̩ abogijo,"
3,"Me̩ mʼu du ka ñw amo̩ma-me̩,"
4,"E̩wñ kʼide̩ imiejo to̩no̩,"
5,"Mʼolu ji, ame̩ amañmo̩te̩, ku me̩ raku;"
6,"Todu abo uche̩ichiʼka lewa oj ane̩-mi me̩,"
7,"I mʼikeli achiwebe̩te̩ma-mi du chihi rinyo̩,"
8,Dinaku dabe̩ne̩ kʼigbe̩le̩ ki ma mʼe̩ne̩ke̩le̩ n
9,Ma mʼe̩wñ ele eduwa kpai omi eduwa ko̩da
10,"Ane̩ uche̩ chile̩che̩ te̩,"
11,"Anyo̩ ki mu me̩, ame̩ amaluche̩,"
12,"Ikeli le̩ gbe̩,"
13,"Kʼe̩wñ lʼago-me̩, ku me̩ dinaku, ame̩, amatama,"
14,"Me̩ che kʼalu ejiʼka ki fo̩,"
15,Atogwo ñw o̩jo̩ kʼa ka-i!
16,Uje̩wñ muda eju-wa n?
17,"Ugbe̩-wñ ku ma nʼebo ñw u ache̩ me̩,"
18,Me̩ gbʼabu kʼame̩la abe̩re̩me̩le̩ jʼafifi!
19,"O Jihofa, uwe̩ naraku do̩."
20,Ochochi ame̩la abe̩re̩me̩le̩ oko du jʼache fafafa ñw e̩
