Verse,Text
1,"Todu go, o̩jo̩ kʼa ka-i, kpai iko le̩, owñ chʼe̩gba kʼu nako Juda kpai Je̩rusale̩m kwef amu le̩ dabiwa, "
2,"nakʼabuche̩ichi du wajo̩, oñ nako ma gwo̩ru wʼef o̩go̩ Jiho̩shafat, tak u nache ma alu kʼajo̩ ka tod amone̩-mi kpʼe̩wñ ogu-mi Israe̩l, e-kʼama fʼuma fiatuka rʼef abuche̩ichi ku ma laño̩ fʼane̩-mi kpe̩rʼojoji, "
3,"ma la ranya tod abo-mi, ma mʼimo̩to̩ e̩ne̩ke̩le̩ du la ajo̩ko̩, ma la dʼimo̩to̩ onobule̩ ta todu o̩te̩ achiwebe̩te̩ma, ma la mʼu du ñmo̩ me̩."
4,"Ochochi, e̩wñ chʼe-mi kpai ame̩, O Taya kpai Saido̩n? kpai ane̩ Filistia chaka? Akoji e̩wñʼka me̩ du ñw mi le̩? I la che̩wñ ku me̩ adʼakoji ñw mi, omi ahika dʼakoji-me̩ le̩ dabiwa abʼume̩ onugo oji ma piopio. "
5,"Todu ame̩ mʼajifa-mi kpʼo̩jamalia-mi ko, kʼame̩ mʼe̩wñ alifia-mi ki abe̩do̩ le̩ ño̩ jʼef unyi ode-me̩. "
6,"Me̩ la mʼamo̩ma Juda kpʼamo̩ma Je̩rusale̩m ko ta ñw amo̩ma abo Grik la, todu ku me̩ mʼuma ño̩ bʼalo̩me̩ ane̩-ma te̩ nyʼo̩najiji. "
7,"Go, omi ako ma kwane̩ kwʼugbo ku me̩ ko ma ta nyi le̩, oñ u nadʼakoji-me̩ dabiwa abʼume̩ onugo oji ma. "
8,"Tak u nakʼamo̩ma-me̩ e̩ne̩ke̩le̩ kpʼonobule̩ ta rʼef o̩wo̩ amo̩ma Juda, oñ ma ako ma ta ñw abo Sheba, abuche̩ichi ku ma jʼo̩najiji le̩; todu Jihofa ka me̩."
9,"Me̩ ki dʼe-i kpogo ef abuche̩ichi uche̩ichi kakini,"
10,"Me̩ kʼuko̩che̩-me̩ gwʼo̩kwo̩chageli,"
11,"Me̩ hiane̩ wa,"
12,"Abuche̩ichi uche̩ichi ki nakʼo̩la-ma kwane̩,"
13,"Dʼujo̩ka kadʼo,"
14,"O̩wo̩ one̩, o̩wo̩ one̩,"
15,"Olu kpʼochu achubi me̩,"
16,"Jihofa la de̩ Zayo̩n akwa,"
17,"Abe̩le̩ ame̩ ama ka kʼomi che Jihofa, O̩jo̩-me̩,"
18,Oñ o̩jo̩ kʼa ka-i
19,Ijipti achʼalache̩ te̩
20,"One̩ muda adodo Juda ogbegbele̩,"
21,"Omi la adale ñw ma ugbo e̩bie̩ e-kʼu ma dale ñw ma ugbo-wñ le̩ n,"
