Verse,Text
1,"Po̩l kpai Silfano̩s kpai Timoti tʼugbo ujeju abudo̩ Ondu, Te̩se̩lonaika, ef O̩jo̩ Ata-wa kpʼOndu Jisus Kraisti: "
2,ufe̩de̩nyo̩ kpʼure̩do̩ ki dʼugbo me̩ kwʼugbo O̩jo̩ Ata kpʼOndu Jisus Kraisti.
3,"I dʼuwa o̩la kʼa gwʼO̩jo̩ e̩gba du todu me̩, amo̩maye, alu ki chʼeju-wñ todabu kʼe̩do̩ ekono-me̩ aya tabale, kʼufe̩do̩ kʼe̩ne̩ne̩ne̩ne̩-me̩ okoke du ne̩ fe̩do̩ omune̩ nanyo̩gba alo waa. "
4,"Todabe̩le̩ a dʼume̩ nʼoji ago ef ujeju ujeju abudo̩ O̩jo̩, todu e̩do̩ elichi kpʼe̩do̩ ekono-me̩ ef edoli ku ma doli me̩ du kpʼef o̩bata ku me̩ je̩do̩ ef uwñ le̩."
5,E-le̩ chʼujiwe ajo̩ o̩kpakpa e-O̩jo̩; todu kʼama ki lo ka kʼame̩ nyo̩ bʼojane̩ O̩jo̩ ku me̩ jʼali uwa todu-wñ le̩ jo̩: 
6,"abu kʼi chʼe̩wñ o̩kpakpa ugbo O̩jo̩ kʼi dʼo̩bata rʼo̩me̩ ñw abo ku ma dʼo̩bata ñwu me̩, "
7,"kʼi taño̩ dʼuñmi ñw ame̩, ku ma dʼo̩bata ñwu me̩ le̩, manyʼawa ef ebite̩ ku ma abi Ondu Jisus te̩ kwʼefojale, manyʼamonuche̩-wñ e-ukpahiu, ef una ki ado̩go̩. "
8,I adʼache̩ ena wa abʼabo ku ma ma mʼO̩jo̩ n kpai abo ku ma ma la gbʼo̩la Uche̩nyo̩ Ondu-wa Jisus gbo̩ n oji ma. 
9,"Abole̩ achʼudu-wñ, owñ chʼekpabie̩ bʼeju Ondu kpʼebʼugbo ojima e-ugbiti-wñ te̩ ogbegbele̩, "
10,"e̩gba du kʼi lewa ku ma bʼojima mʼo̩ ef abo-wñ kiafo̩, ku ma laño̩ yaye-wñ ef abo du ku ma ke̩do̩no, o̩jo̩ e-le̩ (todabu ku me̩ dʼibenu kʼa gba ugbo me̩ le̩ rʼochochi). "
11,"Tod e-le̩ a ño̩ chadua todu me̩ e̩gba du, todu kʼO̩jo̩-wa ki je̩ ñwu me̩ nyo̩ bʼudo̩ ku ma do̩ me̩ jo̩, kʼi laño̩ che e̩wñ e̩nyo̩ du ki rʼe̩ e̩do̩ kpa, kpʼuko̩lo̩ e̩do̩ ekono du ef ukpahiu; "
12,"todu kʼama ki bʼojima mʼodu Ondu-wa Jisus ef ume̩, kpʼame̩ ef owñ ge̩, teju ufe̩de̩nyo̩ O̩jo̩-wa kpʼOndu Jisus Kraisti."
