Verse,Text
1,E̩ne̩ ane̩ uwo Ifraim oka la do̩mo̩ kʼodu-wñ ko̩ Maika. 
2,"E̩ne̩ le̩ ka ñw iye-wñ kakini, Ajifa icham nyʼoli me̩la ku ma bʼe̩ gba le̩, e-kʼe̩ ge̩bo̩ nʼo̩ kʼe̩ ño̩ ka kʼi tʼumi eti le̩, go, ajifa le̩ dʼugbo mi; omi du. Tak iye-wñ kakini, Jihofa ki de̩nyo̩ ñw o̩ma-mi. "
3,"Tak i mʼajifa icham nyʼoli me̩fa le̩ ko dabi wa ñw iye-wñ; oñ iye-wñ kakini, Omi fʼajifa le̩ date̩ ñwu Jihofa kʼi fo̩ todu o̩ma-mi, kʼi fʼojiboʼka gbe̩, kʼi la fʼo̩ka da; todule̩ oñ nadʼu dabiwa ñw e̩. "
4,"Tak e̩gba kʼi mʼo̩ko̩ le̩ ko dabiwa ñw iye-wñ, iye-wñ mʼajifa o̩gwo̩ko̩ chi oñ i mʼu ko ñw e̩ne̩ kʼi adʼo̩na, owñ le̩ la fʼojibo gbe̩ oñ i fʼo̩ka da; oñ e-le̩ jʼef unyi Maika le̩. "
5,"E̩ne̩ke̩le̩ ku ma do̩ Maika le̩ la chenʼunyi amo̩jo̩, oñ i fʼe̩fo̩d kpʼamude oji che, oñ i kʼe̩wñ nyʼo̩ma-wñ e̩ne̩ke̩le̩ʼka o̩wo̩ e̩ko̩, oñ e̩ne̩ le̩ mud atama-wñ."
6,Iko le̩ onu du la dʼIsrae̩l in; e̩ne̩ne̩ne̩ne̩ che e̩wñ ki nyo̩ o̩la-wñ eju. 
7,Oñ okolobiaʼka kʼi chʼabo o̩lo̩pu Juda kʼi ño̩ dʼef abo Lifai kʼi kwo Be̩tlehe̩m e-Juda do̩mo̩; oñ i ge̩ne̩ o̩mo̩. 
8,"Abe̩le̩ e̩ne̩ le̩ kwobʼewo Be̩tle̩he̩m e-Juda te̩, kʼi ge̩ne̩ ugbo du kʼi ali uña; oñ i lewa ane̩ uwo Ifraim, abu kʼi alale i lewa unyi Maika. "
9,"Taku Maika ka ñw u kakini, Ugbo e̩ kwo? Oñ i ka ñw u kakini, Abo Lifai e-Be̩tle̩he̩m e-Juda omi che, nanyʼage̩ne̩ ugbo du kʼu li uña. "
10,"Taku Maika ka ñw u kakini, Bʼumi dodo kʼe̩ chʼata kpai atama ñwu mi, oñ nako ajifa me̩gwa ñw e̩ o̩do̩ da o̩do̩ da, kpai e̩wñ kʼe̩ ko nyʼo̩la kpai uje̩wñ-we̩. Abe̩le̩ e̩ne̩ Lifai le̩ mugudu nyʼo̩mo̩. "
11,Oñ i nyo̩ e̩ne̩ Lifai le̩ eju kʼi bʼe̩ne̩ le̩ dodo; okolobia le̩ la dab o̩ma-wñʼka ñw owñ. 
12,"Taku Maika ko e̩wñ nyʼe̩ne̩ Lifai le̩ o̩wo̩ e̩ko̩, oñ okolobia le̩ mud atama-wñ, i la dʼef unyi Maika le̩. "
13,"Taku Maika kakini, Fai tak u ma ka ki Jihofa ache e̩nyo̩ kpai omi, todabu kʼu chenʼe̩ne̩ Lifaiʼka kʼi che atama-mi."
