Verse,Text
1,"Se̩rai, o̩ya Ebram, la bi o̩ma ñw u n. Oñ i ne̩ imo̩to̩ onobule̩ kʼi ache e̩wñ ñw u, e̩ne̩ Ijipti i che, odu-wñ ko̩ Hega; "
2,"oñ Se̩rai ka ñw Ebram kakini, Go ta, Jihofa fʼo̩na o̩ma ebi re nyu mi; narodubʼe̩ kʼe̩ nyʼejefu ugbo imo̩to̩-mi onobule̩ le̩; ikani nafʼunyi ne̩ lugbo-wñ. Tak Ebram netirʼomu Se̩rai. "
3,"Abu kʼEbram fʼo̩do̩ me̩gwa da ojane̩ Kenan, taku Se̩rai, o̩ya Ebram mu Hega, e̩ne̩ Ijipti, imo̩to̩-wñ onobule̩ le̩ du, oñ i m u du ñw Ebram o̩ko̩-wñ, kʼi chʼo̩ya-wñ. "
4,"Tak i nyʼejefu ugbo Hega, oñ i fʼefunyo̩; tak e̩gba kʼi li ka kʼi fʼefunyo̩, odu-wñ ño̩ wʼo̩ eju ge̩ n. "
5,"Taku Se̩rai ka ñw Ebram kakini, O̩lachi-mi ki dʼoji-we̩! Omi mʼimo̩to-mi onobule̩ da mʼuwe̩ e̩do̩, tak e̩gba kʼi li kʼi fʼefunyo̩, u mud e̩nibe̩te̩ eju-wñ. Jihofa ki kajo̩ omi kpai uwe̩! "
6,"Ama Ebram ka ñwu Se̩rai kakini, Go, imo̩-to̩-we̩ dʼef o̩wo̩-we̩ le̩; e̩ chʼo e̩wñ ki rʼuwe̩ eju. Taku Se̩rai kwo chʼo o̩lachi, oñ i ra bʼo̩ eju te̩."
7,"Tak onuche̩ Jihofa fʼowñ li ugbo e̩bi omi ef aje̩tachi, owñ chʼe̩bi omi ki dʼo̩na Shur le̩. "
8,"Tak i kakini, Hega, imo̩to̩ Se̩rai, ugbo e̩ kwo wa ugbo e̩ ño̩ nyi? Oñ i kakini, Nara bʼeju odu-mi Se̩rai, te̩. "
9,"Tak onuche̩ Jihofa le̩ ka ñw u kakini, Mudabi tʼugbo odu-we̩, kʼe̩ fʼo̩la-we̩ kamuhite̩ ñw u. "
10,"Onuche̩ Jihofa le̩ ño̩ ka ñw u kakini, Nache kʼugbe̩-we̩ ki wewe nyo̩gba nana gbogbo taku ma ño̩ akaluka ma todu uwewe-ma ge̩ n. "
11,"Tak onuche̩ Jihofa le̩ ka ñw u kakini, Go, uwe̩ defu me̩, uwe̩ abi o̩ma e̩ne̩ke̩le̩; uwe̩ adʼodu-wñ ko̩ Ishmae̩l,"
12,"Owñ la adʼef amone̩ dab o̩ke̩ke̩te̩ efoko; o̩wo̩-wñ achʼagwunyu e̩ne̩ du, o̩wo̩ e̩ne̩ du achʼagwunyu owñ; owñ la agugu akpejuru amo̩maye-wñ chaka. "
13,"Tak i dʼodu Jihofa e-kʼi ko̩la ñw u ko̩, Uwe̩ chʼO̩jo̩ kʼi agane̩, todu i kakini, U ño̩ dʼemi agʼo abu kʼi fʼumi go? "
14,Todule̩ ma do̩ obuga le̩ ko Bir-lehairo̩i;
15,Oñ Hega fʼo̩ma e̩ne̩ke̩le̩ bi ñw Ebram; Ebram la dʼodu o̩ma e̩ne̩ke̩le̩ ku Hega bi ñw u le̩ ko̩ Ishmae̩l. 
16,O̩do̩ Ebram la chʼo̩gbo̩ me̩le̩ nyoke me̩fa e̩gba ku Hega bi Ishmae̩l ñw Ebram.
