Verse,Text
1,Taku Jihofa kwotejugede ñw u ugbo oli te̩re̩bint e-Mamre abu kʼi gugu alugbo̩na unyabo-wñ e̩gba kʼolu ada o̩ro̩ka. 
2,"Oñ i chi eju-wñ nyʼate̩ ago, me̩ go, aboke̩le̩ me̩ta dago jʼo̩gba-wñ. Tak e̩gba kʼi fʼuma li i fule kwʼalugbo̩na unyabo le̩ ledo ma, oñ i te̩kpe̩ wʼane̩ ñwu ma, "
3,"i kakini, Odu-mi, iche̩wñ kʼe̩ lʼumi eju, nagbo̩ko̩bʼuwe̩, e̩ ki lale gu adu-we̩-i du n. "
4,"E̩ je̩ ñwu ma che omiofo wa pe̩, ku me̩ gwe̩ e̩re̩-me̩, ku me̩ ñmi ofʼoli-i. "
5,"Oñ nadʼuje̩wñ wa pe̩, kʼo̩la-me̩ ki ruko, ubi le̩ tak ame̩ ale gudu—todabu ku me̩ wʼugbo adu-me̩-i. Oñ ma kakini, Mak e̩ che alu kʼe̩ ka ke. "
6,"Tak Ebraham hiane̩ tef unyabo ugbo Sara, oñ i kakini, E fʼe̩ñwa omu me̩ta fo̩ piopio, kʼe̩ fʼu nu, kʼe̩ mʼu du che akala. "
7,"Tak Ebraham fule nyʼugbo ujo̩ amokuno̩-wñ, oñ i mʼo̩ma okuno̩ o̩ko̩ ʼka kʼe̩la-wñ chʼemele kʼi la chenyo̩ du, tak i mʼu du ñw imo̩to̩-wñ, oñ e̩le̩ hika chʼuko̩lo̩-wñ. "
8,"Tak i mʼokume̩ agwe kpai omi e̩nyʼokuno̩ kpai o̩ma okuno̩ e-o̩ko̩ kʼi chʼuko̩lo̩-wñ le̩ ko, oñ i mʼu ko gugu o̩gba-ma; tak i kwo dago ugbo ma of oli le̩, ma la je̩."
9,"Taku ma ka ñw u kakini, Ugbo Sara, o̩ya-we̩ de̩? Oñ i kakini. Go, i dʼef unyabo le̩. "
10,"Tak i kakini, Nadabi wa ugbo-we̩ iko-i o̩do̩ omune̩ chuu, e̩ la go, Sara, o̩ya-we̩ abi o̩ma e̩ne̩ke̩le̩. Sara la dʼalugbo̩na unyabo e-kʼi dubigbo̩ le̩ agbo̩. "
11,"Ebraham kpai Sara la chʼogijo, ma wa kpo̩kpe̩ me̩; alu kʼabobule̩ ache le̩, e-Sara la muda. "
12,"Taku Sara kwonyanyi nye-kuma, i kakini, Abu kʼu chʼogijo-i, nali ejile-i? Odu-mi laño̩ chʼogijo? "
13,"Taku Jihofa ka ñwu Ebraham kakini, E̩wñ chi ki Sara nyanyi, kʼi kakini, u ñʼabi o̩ma ab u chʼogijo-i ochochi? "
14,"E̩wñʼka do̩mo̩ ki firu Jihofa? Iko kʼu da le̩ nadabi wʼugbo we̩, owñ chʼiko-i o̩do̩ omune̩ oñ Sara ane̩ o̩ma e̩ne̩ke̩le̩. "
15,"Taku Sara re̩ kakini, Omi nyanyi no; todu i chokpo. Tak e̩ne̩ le̩ kakini, O̩da, uwe̩ nyanyi gbo."
16,"Tak aboke̩le̩ le̩ kwane̩ o̩mo̩, oñ ma mʼeju korʼo̩wo̩ So̩do̩m; tak Ebraham fʼahite̩-ma che. "
17,"Oñ Jihofa kakini, E̩wñ kʼu nache nadu maja ñw Ebraham? "
18,"Abu kʼEbraham achʼuche̩ichi amone̩ ki nana ki nʼukpahiu, kʼuche̩ichi amone̩ du ane̩-ile̩-i ali e̩nyo̩ lefu-wñ? "
19,"Todu u chema owñ, ka kʼowñ chʼe̩ne̩ ki añwa ñw abimo̩to̩-wñ kpai abo unyi-wñ ubi owñ, kʼama ki de o̩na Jihofa, ku ma che e̩wñ o̩kpakpa kpai oj ajo̩ kʼi dute̩; todu ki Jihofa ki dʼe̩wñ kʼi kʼo̩la-wñ le̩ wa ñw Ebraham. "
20,"Taku Jihofa kakini, Ochochi, ukwa So̩do̩m kpai Go̩mo̩ra chenana, adure-ma la gbe̩gbe̩; "
21,"fai nanyʼo̩mo̩ kʼu li abe̩k e̩wñ ku ma che-i likpa alu kʼukwa-wñ ki wʼugbo mi le̩ de̩; i ma dʼabe̩le̩ n, u ma."
