Verse,Text
1,"Oñ i ka ñwu mi kakini, O̩ma one̩ kwane̩ dago, tak omi ako̩la ñw e̩. "
2,"Tak abu kʼi nako̩la ñwu mi afu mugudu wʼef umi, i la mʼumi e̩re̩ ko dʼane̩, oñ u gbo̩ abu kʼi akʼo̩la ñwu mi. "
3,"I ka ñwu mi kakini, O̩ma one̩, ekpʼuwe̩ nakpʼuwe̩ nyʼugbo amo̩ma Israe̩l, ugbo abo uche̩ichi uche̩ichi ku ma ma gbʼe̩nyo̩ n, ku ma la ko mi; ama kpʼamata-ma te̩tajʼada gbogbo tʼeñini kide̩. "
4,"Amo̩ma-ma aje̩ja, e̩do̩-ma chʼe̩no̩; ama le̩ nakpʼe̩ ru. Uwe̩ ki ka ñwu ma kakini, Abu kʼOndu Jihofa aka de̩. "
5,"Dagba ma gbo̩, dagba ma chaka ko̩, (todu abunyi ku ma ma gbʼe̩nyo̩ n ma che), ma muda ama ka kʼakache̩ dʼef uma chuu. "
6,"I la chʼuwe̩ o̩ma one̩, e̩ ki railo ma n; e̩ ki la railo o̩la ku ma ka n; dagba ikeke kpʼiñwa jʼugbo we̩, kʼe̩ la gugu ef amakpe; e̩ ki railo o̩la ku ma ka n. E̩do̩-we̩ ki da kpu todu ma n; todu abunyi ku ma ma gbʼe̩nyo̩ n ma che ochochi. "
7,"E̩ ki la akʼo̩la-mi ñwu ma, dagba ma gbo̩ dagba ma ko̩ egbo̩; todu abunyi ku ma ma gbʼe̩nyo̩ n ma che."
8,"I muda chʼuwe̩, o̩ma one̩ e̩ gbʼe̩wñ kʼu naka ñwʼe̩-i; e̩ ki koegbʼe̩nyo̩ alu kʼabunyi ku ma ma gbʼe̩nyo̩ n-i che-i n; mʼalu-we̩ chi, kʼe̩ je̩ e̩wñ kʼu naduñwʼe̩. "
9,"Tak u go, go, o̩wo̩ʼkachʼenadala te̩ ñwu mi, e̩ la go, ibukuʼka ki che̩ka dʼef uwñ. "
10,"Oñ i fʼu nadala te̩ o̩gba mi, i la nʼorubutu ejefu-wñ kpʼej o̩do̩da-wñ, o̩la inaku eda, kpʼe-ifi efi kpʼe-atogwo la che̩ko̩ nyʼu."
