Verse,Text
1,"Ama fa-i abu Jihofa,"
2,E̩gba kʼe̩ le gu ef omi omi du nadʼugbo-we̩;
3,"Todu omi che Jihofa O̩jo̩-we̩,"
4,"Abu kʼuwe̩ chʼe̩wñ akoko eju-mi,"
5,"E̩ ki railo n, todu omi dʼugbo we̩;"
6,"naka ñw o̩wo̩ o̩pata ate̩ kakini, Dʼu tinyo̩,"
7,"owñ chʼe̩ne̩ du ku ma dʼodu-mi mʼo̩,"
8,"Kʼamafeju ku ma nʼeju dufu wa,"
9,"Abo uche̩ichi uche̩ichi du ki wa jʼugboʼkate,"
10,"Ame̩ chʼame̩nibenu-mi, Jihofa ka-i,"
11,"Omi, omi le̩, che Jihofa,"
12,"Omi ka me̩, u fʼu jadu, omi laño̩ du ñʼone̩,"
13,"O̩jo̩ omi la che, i-i, akwʼo̩jo̩ le̩ omi le̩ de̩;"
14,"Abu ki Jihofa,"
15,"Omi che Jihofa, E̩ne̩-me̩ Kiafo̩,"
16,Abu ki Jihofa
17,"kʼi akʼo̩ko̩ ogu kpai anya dufu,"
18,"kakini: Me̩ ki dibekadʼe̩wñ o̩gbo̩gba n,"
19,"Go, omi ache e̩wñ etito̩;"
20,"Ame̩wñ iñmi oko abʼojima mʼumi,"
21,"owñ chʼamone̩ kʼu bo̩ ñw o̩la-mi,"
22,"E̩ muda kwado̩ mi n, O Jeko̩b;"
23,"Uwe̩ la kʼe̩wñ ame̩wño̩re̩ egini-we̩ wa ñw mi tod iche̩bo̩ e̩gujo n,"
24,"E̩ nʼo̩ko̩ la o̩mo̩ wa ñw mi n,"
25,"Omi, omi le̩"
26,"E̩ nare mi wa, awa ki kajo̩;"
27,"Ata-we̩ ejodudu dure,"
28,"Todule̩ u fʼamagboji uña kiafo̩ le̩ o̩la bie̩,"
