Verse,Text
1,O̩la Damaskus de̩.
2,Ma hi ewo ewo Aro̩e̩r tinyo̩ me̩;
3,"Ifraim ñʼanʼaku ge̩ n,"
4,Oñ i awatu iko le̩
5,I la adab e̩gba kʼe̩ne̩ ki akpʼo̩ka akpʼo̩ka-wñ
6,"E̩fiye̩-wñ muda abo̩ ef uwñ,"
7,"Iko kʼa ka-i amone̩ adʼeju go Acho̩na-ma, E̩ne̩ Kiafo̩ e-Israe̩l le̩ la awʼuma eju; "
8,"ma ñʼago ubo̩ iche̩bo̩ ubo̩ iche̩bo̩ ku ma nʼo̩wo̩-ma chʼuko̩lo̩-wñ ge̩ n; ma ñʼanyi e̩wñ ku ma nʼo̩mo̩-wo̩ e-ma che eti ge̩ n, dagba i chaka chʼAshe̩rim, dagba i chʼojibʼolu. "
9,"O̩jo̩ kʼa ka-i ewo ewo-ma ki gbiti adab efoko ugbo ku ma hiʼu tinyo̩ kpai oj uwo uwo, owñ chʼe-ku ma hiu tinyo̩ bʼeju amo̩ma Israe̩l te̩, tak i adʼalache̩ te̩."
10,"Todu uwe̩ gbenyo̩ O̩jo̩ e-ujadu-we̩ me̩,"
11,"O̩jo̩ kʼe̩ du gbe̩ e̩ fʼala-wñ ne nyo̩nyo̩,"
12,"Aya, ekuku amone̩ wewe-i,"
13,"Abo uche̩ichi uche̩ichi afule dab eruru omi ki wewe,"
14,"E̩gba ane̩, go, i chʼokpo echʼone̩ ofe!"
