Verse,Text
1,"Todule̩ abu kʼa ma neke ño̩ gba nyʼe̩do̩ ge̩ n, i rʼuwa e̩do̩ ku ma tʼuwa kate no̩ jʼAte̩ns, "
2,"oñ a fu Timoti, o̩maye-wa kpʼe̩ne̩ kʼawa kpʼowñ achʼuko̩lo̩ O̩jo̩ ef Uche̩nyo̩ Kraisti, kpe̩ wa kʼi fʼume̩ e̩re̩ lonyane̩, kʼi laño̩ dʼugbe̩do̩ ñwu me̩ ef e̩do̩ ekono-me̩, "
3,kʼo̩bata-i ki we emi e̩ne̩ du ejo. Todu ame̩ onugo chema ka kʼe-le̩ ma ko wa jo̩ ñw u. 
4,"Todu e̩gba kʼa jʼugbo me̩ le̩ a ka ñwu me̩ tane̩ ka kʼama ache ku ma che wa o̩bata me̩, alu kʼi wache kʼame̩ la ma le̩. "
5,"Lef e-le̩ abu kʼomi ma neke ño̩ gba nyʼe̩do̩ ge̩ n, u fʼone̩ kpe̩ wa kʼu ma e̩do̩ e̩kono-me̩, tode̩gba kʼajone̩ma le̩ ma fʼume̩ jama tak akanya uko̩lo̩-wa ma mud ofofo."
6,"Ama fa-i abu ku Timoti kwʼugbo me̩ wʼugbo wa-i, kʼi la fʼuche̩nyo̩ e-e̩do̩ ekono kpʼufe̩do̩-me̩ kpʼalu ku me̩ nʼurewa-wa ki nyo̩ ache e̩gba du, ku me̩ la ñeju eli wa alu kʼa ñeju e-me̩, je̩ rʼuwa, "
7,"lef e-le̩ amo̩maye, a nʼugbe̩do̩ lef e̩do̩ ekono e-me̩ ugbo o̩pe̩cha kpʼo̩bata-wa chaka. "
8,"Todu iche̩wñ kʼe̩re̩-me̩ mane̩ ef Ondu dee, mak a deju fai me̩. "
9,Todu ugwa e̩wñ oñ a neke dabi du ñw O̩jo̩ todu me̩ noji uyo̩ du kʼa ayo̩ lef ume̩ eju O̩jo̩-wa? 
10,"Odu kpʼo̩ro̩ka a abiebi ololo ololo todu kʼa li eju-me̩, kʼa fʼe̩wñ ki nyaru ef e̩do̩ ekono-me̩ hiu tʼeju-wñ."
11,Oñ O̩jo̩ onugo kpʼAta-wa kpʼOndu-wa Jisus ki che kʼo̩na-wa ki te̩ tʼugbo me̩ kpaala. 
12,"Ondu ki la che kʼufe̩do̩-me̩ ki chʼololo ki kpo̩rʼane̩ ñw omune̩ kpai e̩ne̩ du, alu kʼa ño̩ che kpʼame̩ ge̩, "
13,todu kʼi fʼe̩do̩-me̩ lonyane̩ kʼe̩fo̩-wñ ki we enʼuchalu eju O̩jo̩ kpʼAta-wa ef ewa Ondu-wa Jisus manyʼabo-wñ kiafo̩ chaka.
