Verse,Text
1,"Me̩ kʼo̩la-me̩ wa jeju, kʼo̩la-me̩ jeju ugboʼkate,"
2,"o̩gba tak e̩wñ ku ma ñwate̩ le̩ fʼo̩ma bi,"
3,"Me̩ ki tejane̩ Jihofa, ame̩ abo ile̩ ku me̩ de̩ chikimi chaka,"
4,"Todu ma ahiu Gaza tinyo̩,"
5,"Atogwo chʼe-abo o̩la ohimini abadi,"
6,"O̩la ohimini abadi le̩ ache oko ije̩,"
7,Oñ o̩lʼomi o̩mo̩ achʼutodu
8,Omi gbo̩ icha ku Moab ka
9,"Todule̩, oji-mi, Jiliofa ki nʼe̩wñ du,"
10,"E̩wñ ku ma la ane̩ tod uba-ma le̩ de̩,"
11,Jihofa achʼe̩wñ ubailo ñw ma;
12,"Kpʼame̩, abo Itiopia ge̩,"
13,"Tak i anʼo̩wo̩-wñ dala akobo̩ abʼo̩wo̩ o̩pata ate̩,"
14,"Ujo̩ ujo̩ ame̩wño̩re̩ adachi jʼalumeji-wñ,"
15,Ewo uyo̩ ki gugu no̩ko̩o̩ le̩ de̩
