Verse,Text
1,"Atogwo ñw e̩ne̩ kʼe̩do̩-wñ rikoko kʼi chʼe̩daji,"
2,"I gbʼomu le̩ gbo̩ n,"
3,Amagboji-wñ ku ma jʼalumeji-wñ
4,"Amakache̩-wñ chʼame̩ne̩fule̩fu,"
5,"Jihofa kʼi dʼalumeji-wñ chʼo̩kpakpa,"
6,Omi fʼabo uche̩ichi uche̩ichi ko̩da rinyo̩ me̩;
7,"Omi kakini, Uwe̩ arailo mi chuu,"
8,"Todule̩ ame̩ ki nede mi, Jihofa aka-i,"
9,Todu e̩gba le̩ omi arʼichi ki de̩ hiolo da
10,Abo ku ma bi mi ebi
11,"Iko e-le̩ anyo̩ e̩wñ kʼe̩ che le amʼe̩ n,"
12,Omi muda atʼame̩no̩bata ku ma chʼame̩nubie̩ no̩
13,abo Israe̩l ku ma bo̩ re le̩
14,"Mʼeli da, O o̩ma onobule̩ Zayo̩n;"
15,"Jihofa mʼoji ajo̩ kʼi kpa ugbo we̩ ko bʼe̩ te̩ me̩,"
16,O̩jo̩ le̩ ma aka ñw Je̩rusale̩m kakini:
17,"Jihofa, O̩jo̩-we̩, dʼalumeji-we̩,"
18,"Nakʼabo ku ma che̩do̩dudu wa tod uje̩wñ uyo̩ kʼO̩jo̩ da le̩,"
19,"Go, iko le̩ nache"
20,"Iko le̩ omi ako me̩ wa,"
