Verse,Text
1,"Tak u ño̩ rida ago edemane̩ ku ma dʼone̩ mane̩ o̩gane̩ olu-i chaka: e̩ la go, i chʼomi aku abo ku ma de ma mane̩ te̩, ma la nʼe̩ne̩ du kʼi anyʼuma e̩do̩ n; ukpahiu la dʼubi abo ku ma de amone̩ mane̩ le̩; amone̩ le̩ muda nʼe̩ne̩ du kʼi anyʼuma e̩do̩ n. "
2,"Todule̩ u kwoje̩nyu ñw abo ki ku, oñ u ka kʼabo ku ma ku kpo̩kpe̩ gbede tʼabo ku ma deju abajo̩-i le; "
3,"ochochi, e̩ne̩ ki gbede tʼama meji le chʼe̩ne̩ ku ma ma bi ta n, kʼi ma la li uko̩lo̩ e̩bie̩ne̩ ku ma che o̩gane̩ olu-i n."
4,Tak u li abu kʼakanya uko̩lo̩ du kpʼuko̩lo̩ o̩ka du kʼone̩ ache aje̩ ñw ulie̩na ki dʼagbagba one̩ kpʼekeji-wñ. E-le̩ ño̩ chʼo̩wai kpʼafu ene ule.
5,"Ake̩do̩nola-wñ mʼo̩wo̩-wñ ko mʼe̩do̩ te̩, oñ i aje̩ o̩re̩la-wñ onugo."
6,E̩ko̩ o̩wo̩ʼka manyʼuñmi me̩ tʼe̩ko o̩wo̩ meji manyʼakanya uko̩lo̩ kpʼafu ene ule le.
7,Tak u mudabiwa oñ u li e̩wñ o̩wai o̩gane̩ olu-i. 
8,"I nʼe̩ne̩ kʼowñ kate dago, i la nʼekeji n, i la nʼo̩ma n, i nʼo̩maye n; i chaka dabe̩le̩ akanya uko̩lo̩-wñ la nʼuda n; e̩wñ anana-wñ la bʼeju-wñ jo̩ n; i la atene kakini, Tod e̩ne̩ oñ u nachʼakanya e̩wñ-i, kʼomi aje̩ ñw ofu e̩wñ e̩nyo̩ ki bʼonugo-mi taa? E̩wñ owai ño̩ de̩ ge̩; ochochi, akanya e̩bie̩ne̩ i che."
9,"Eji nyo̩ tʼoka le, todabu ku ma nʼuro̩me̩ ki nyo̩ tod uko̩lo̩ akanya-ma. "
10,"Todu iche̩wñ ku ma wane̩, oka adʼekeji-wñ kwane̩; ama atogwo ñw e̩ne̩ kʼowñ kate ale tak i wane̩, kʼi ma la nʼe̩ne̩ kʼi adʼu kwane̩ n. "
11,"Omune̩ de̩ ge̩, one̩ meji dachi jo̩, o̩la-ma akpuna mʼomune̩; abʼe̩ne̩ʼkate ale kʼafu ma kpʼo̩ n? "
12,"Dagba one̩ neke fʼe̩ne̩ ʼkate du, one̩ meji abʼowñ jo̩. Odeele owu me̩ta ku ma da mʼomune̩ ahika ko̩da n."
13,"Okolobia ki chʼe̩no̩wo̩ ofo kʼi la nʼibe, me̩ tʼonu kʼi chʼogijo kʼi chʼake̩do̩nola-wñ kʼi ma je̩ ñw one̩ kʼo̩ o̩la ge̩ n le. "
14,Todu i nʼe̩ne̩ ki kwʼef unyi dudu dufu kʼi jʼonu; i la nʼe̩ne̩ ku ma bi o̩mo̩fe̩ kʼi amud e̩nukpa. 
15,"Omi fʼabo du ku ma deju ku ma jʼalule̩ o̩gane̩ olu-i li, ku ma jo̩ kpʼokolobia, owñ chʼe-ekeji ki koji-wñ; "
16,"aluka amone̩ du kʼowñ nʼo̩da-ma nʼukpoji n; abo ku ma jʼubi awa muda ayo̩ ñw u n. E̩wñ o̩wai de̩ ge̩, kpʼafu ene ule."
