Verse,Text
1,"I la dukpe̩ kʼawa kʼa nʼukpahiu kʼa bʼabo ku ma ma nʼukpahiu n nʼadu e̩gbo̩-ma, kʼa we enyo̩ o̩la-wa eju. "
2,"E̩ne̩ne̩ne̩ne̩-wa ki nache e̩wñ ki rʼekeji-wñ eju, owñ chʼe̩wñ kʼi nyo̩ kʼi ane̩ owñ nyo̩gba. "
3,"Todu Kraisti onugo che e̩wñ ki rʼo̩la-wñ eju n; chai alu ku ma ko̩tane̩ kakini, Icha ku ma ka ñw e̩ lewa bʼumi ma. "
4,"Todu alu-ka e̩wñ du ku ma ko̩tane̩ o̩gbo̩gba, ma ko̩tane̩ todu kʼi ko wa e̩wñ, todu kʼawa ki nʼibe-ekono lef e̩do̩ e̩lichi kpai lef ugbe̩do̩ e-O̩takada O̩la O̩jo̩. "
5,O̩jo̩ e-e̩do̩-elichi kpai e-ugbe̩do̩ ki nadu ñwu me̩ kʼibe-me̩ ki chʼokate kpai omune̩ alu ku Kraisti Jisus neku; 
6,todu kʼe̩do̩-me̩ ki chʼoka ku me̩ nʼalu okate adojima ñw O̩jo̩ kpai Ata Ondu-wa Jisusi Kraist. 
7,"Lef e-le̩ me̩ nagbʼo̩la-me̩ cho̩la, alu ki Kraisti ño̩ gba wa cho̩la, kʼO̩jo̩ ki nʼojima. "
8,"Todu u kakini, Kraisti mud e̩ne̩ ki ache e̩wñ lʼo̩na e̩pi-eda ñw ochochi O̩jo̩, kʼi je̩ ñw o̩la kʼi katane̩ ñw abogijo igbele le̩ ki lonyane̩, "
9,"kʼabo uche̩ichi ki ño̩ dojima ñw O̩jo̩ tod ejumomi-wñ; alu ku ma ko̩tane̩ kakini,"
10,"I ño̩ ka kakini,"
11,"I ño̩ ka ge̩ kakini,"
12,"Aizaya ño̩ ka kakini,"
13,"Oñ O̩jo̩ e-ibe ekono le̩ ki naje̩ ñwu me̩ ko̩ ñw uyo̩ du kpai ure̩do̩ ef eke̩do̩no ku me̩ ake̩do̩no, kʼibe ekono-me̩ ki chʼololo ef ukpahiu Afu Kiafo̩. "
14,"Ama, amo̩maye-mi, eju-mi onugo mute̩gu ugbo e-me̩ kakini, Ame̩ onugo che̩ko̩ tiili ñw e̩nyo̩, e̩wñ ema du che̩ko̩ ef ume̩, me̩ la neke ko̩ omune̩ ibe. "
15,"Oñ i nʼugbo kʼu ne̩do̩ tule ef o̩takada kʼu ko̩ rʼume̩ dabe̩ne̩ kʼu re me̩ wa lef ufe̩de̩nyo̩ ku ma du ñwu mi kwugbo O̩jo̩, "
16,"kʼomi ki chʼe̩nuko̩lo̩ Kraisti Jisus ñw abo uche̩ichi kʼu chuko̩lo̩ atama ef Uche̩nyo̩ O̩jo̩, kʼekowa ku ma kʼabo uche̩ichi wa ki mud e̩wñ ki nyo̩ O̩jo̩ eju e̩gba, abu ku ma mud e̩wñ kiafo̩ ef Afu Kiafo̩. "
17,Todule̩ u chenʼuba kʼu naba efu Kraisti Jisus ugbo e̩wñ e-O̩jo̩. 
18,"Todu u gbe̩do̩ ako̩la e̩wñ du ki ma chʼe-ki Kraisti che lef umi todu kʼabo uche̩ichi ki mugbagbo̩, ugbo o̩la eka kpai uko̩lo̩ eche n, "
19,"ef ukpahiu ujiwe kpai uno̩ ef ukpahiu Afu Kiafo̩; todabe̩le̩ akwo Je̩rusale̩m kpai ane̩ ki lʼo daka gbogbo wa Iliriko̩m, omi fʼUche̩nyo̩ Kraisti je̩rʼuma kpa; "
20,"abe̩le̩ e̩wñ ki kad omi eju chʼUche̩nyo̩ eje̩, i chʼugbo ku ma dʼodu Kraisti akwoubi n, todu kʼu we ekʼunyi oj e̩re̩ unyi kʼe̩ne̩ omune̩ ñwa; "
21,"ki la dʼalu ku ma ko̩tane̩ kakini,"
22,"Lef e-le̩, oñ o̩na kʼu ma lewʼugbo me̩ chʼe̩kpanyʼumi ogbe̩e̩; "
23,"ama fai, abu kʼu ma nʼuña ugbo-i ge̩ n, abu kʼo̩do̩ kʼeju che mi kʼu wʼugbo me̩ chewewe me̩, "
24,"e̩gba du kʼu nalale nyi Spen u kibeno ka kʼu nali me̩ ab u nalale gu ef ume̩ du, ku me̩ chʼahite̩-mi nyʼo̩mo̩ kʼe̩do̩-mi ki bo̩ pe̩ ejodudu lugbo eju-me̩ kʼu nali, "
25,"ama nanyi Je̩rusale̩m abajo̩-i, achʼe̩wñ ñw abo kiafo̩. "
26,Todu i rʼabo Masidonia kpai abo Akaya e̩do̩ ku ma tuta kpai ame̩nale ku ma jʼef abo kiafo̩ Je̩rusale̩m. 
27,"Todu erʼuma e̩do̩ i rʼuma e̩do̩, ame̩no̩me̩-ma ma la che. Todu iche̩wñ kʼabo uche̩ichi tuta kpai ama ef e̩wñ e-afu, mak ama le̩ la nʼuma o̩me̩ ku ma chʼabune̩-ma ef e̩wñ o̩re̩la. "
28,"Todule̩ e̩gba kʼu fʼe̩wñ-i chekpa, kʼu la fʼe̩ro-i hiuko̩ ñwu ma, nakwʼo̩mo̩ lʼugbo me̩ nyi Spen. "
29,"U la chema kakini, Ewa kʼu nawʼugbo me̩ achʼef e̩ko̩ e̩nyo̩ Kraisti."
30,"Ama, amo̩maye, nagbo̩ko̩bʼume̩ lef Ondu-wa Jisus Kraisti, kpai lef ufe̩do̩ Afu Kiafo̩ ge̩, ku me̩ fejugbiti ku me̩ bʼumi chadua ñw O̩jo̩ tod umi; "
31,"ku ma ki mʼumi gba bʼo̩wo̩ abo ku ma jo̩ Judia ku ma ko̩ egbagbo̩ te̩, kʼe̩wñ-mi kʼu nache ñw abo Je̩rusale̩m ki mud e̩wñ ki nyo̩ abo kiafo̩ eju e̩gba; "
32,todu kʼu wʼugbo me̩ kpai uyo̩ kʼomi kpʼame̩ ki nʼuñmi iche̩wñ kʼO̩jo̩ je̩. 
33,O̩jo̩ e-ure̩do̩ ki dʼugbo me̩ chaka. Ami.
