Verse,Text
1,Atogwo ñw abo ku ma ñwʼibe udu efe̩
2,"Ma chejufufu oko oko, ma la bʼone̩ gba afuma;"
3,"Todule̩ abu ki Jihofa aka de̩, kakini,"
4,"Iko le̩ ma akpʼita rʼume̩ oji,"
5,Todule̩ uwe̩ ñʼanʼe̩ne̩ du kʼi arʼanya kʼiku e̩ñwa ki je̩ ñw e̩ ef ujeju Jihofa n.
6,Me̩ ki kache̩ n; ma kache̩ waa.
7,"O uwe̩ kʼe̩ kʼodu Unyi Jeko̩b, i nyo̩"
8,O̩feje-i abo-mi kwane̩ dabe̩ne̩ kʼe̩nebi;
9,Me̩ kʼabobule̩ abo-mi rikpolo
10,"Me̩ kwane̩, ku me̩ lo̩,"
11,"Iche̩wñ kʼone̩ ki alule̩ ef afu olemi fʼo̩lemi ro̩ kakini,"
12,"O Jeko̩b, omi akʼabo-we̩ chaka jeju chuu,"
13,Akpʼe̩wñ fo̩ le̩ mute̩gu wa o̩gba ma me̩;
