Verse,Text
1,I awatu e̩gba o̩jo̩ otitala
2,Tak abo uche̩ichi uche̩ichi wewe anyʼaka kakini:
3,"Owñ la akajo̩ agbagba amone̩ ojoji ojoji wewe,"
4,"E̩ne̩ne̩ne̩ne̩ muda agugu of ikeli achiwebe̩te̩ma-wñ kpʼof oli o̩gbaikolo-wñ,"
5,Todu amone̩ ojoji ojoji du
6,"Iko le̩, Jihofa aka-i,"
7,tak omi ache kʼe-ki te̩tachika ki mud e̩bo̩bo̩ amone̩;
8,"Oñ uwe̩, O o̩do̩go̩ ujo̩ ame̩wño̩re̩ le̩,"
9,Fai e̩wñ chi kʼuwe̩ akwa taa ta?
10,"I ki wʼe̩, kʼe̩ chʼakanya o̩ma ebi, uwe̩ o̩monobule̩ Zayo̩n, dabe̩ne̩ kʼonobule̩ kʼi achefu;"
11,Fai abo uche̩ichi ojoji wewe
12,Ma muda ma
13,"Kwane̩ kʼe̩ gwu,"
