Verse,Text
1,"Oñ u kakini,"
2,"Ame̩ kʼe̩nyo̩ chʼe̩wñ ulaka-me̩, ku me̩ la fe̩do̩ e̩wñ e̩bie̩ne̩;"
3,"ku me̩ laño̩ je̩ o̩re̩la abo-mi,"
4,"E̩gbale̩ ma akwa do̩ Jihofa,"
5,Abu ki Jihofa aka ugbo amakache̩
6,"Todule̩ i achʼodu ñwu me̩, kʼame̩ ki ñʼanʼane̩ ego ge̩ n,"
7,"E̩gbale̩ ukata abo ku ma gʼane̩ la achi,"
8,"I muda chʼe-mi, ukpahiu che̩ko̩ efu mi,"
9,"Me̩ gbʼe-i, o̩ko̩ nagba bʼume̩, ame̩ ku me̩ dʼoji dufu ef unyi Jeko̩b"
10,Ma nʼe̩bie̩ akʼunyi Zayo̩n
11,"Abo ku ma dʼoji dufu ef uma kajo̩ tod e̩wñ eje̩,"
12,Todule̩ tod e-me̩ le̩
