Verse,Text
1,"Ama e̩wñ kʼu ñwa kpʼo̩la-mi de̩, kak u naño̩ dabi wʼugbo me̩ ef e̩do̩dudu ge̩ n. "
2,"Todu iche̩wñ kʼu je̩ ñw me̩ che̩do̩dudu, mak e̩ne̩ aje̩ ñw mi gwoguyo̩ kʼi ma chʼe̩ne̩ kʼi nʼe̩do̩dudu kwugbo e-mi le̩ n? "
3,"Tak u fʼe̩wñ kide̩ gbage̩de̩ ko̩ ru me̩, tode̩gba kʼewa kʼomi ma wa u ma nʼe̩do̩dudu kwugbo abo ki dukpe̩ kʼomi ma nʼuyo̩ ugbo ma; abu kʼu ke̩do̩no me̩ chaka kak uyo̩ e-mi achʼuyo̩-me̩ chaka. "
4,"Todu u dʼef o̩buta nana e̩do̩-mi la de̩ chukuu oñ u fʼo̩takada ko̩ru me̩ lef omi aku nana; i chʼutodu kʼame̩ ki che̩do̩dudu n, chai todu kʼame̩ ki ma ufe̩do̩ kʼu ne̩ ololo tule todu me̩."
5,"Ama iche̩wñ kʼe̩ne̩ du dʼe̩do̩dudu wa, i chʼomi i dʼe̩do̩dudu ñwu n, ukpe̩ e-me̩ chaka dʼef uwñ (todu kʼu we edʼadu ki woji ñw me̩). "
6,Udu kʼojile amone̩ bu ñw u-i bʼe̩ne̩ e̩go̩ le̩ jo̩; 
7,"todabe̩le̩ i nyo̩ tule ku me̩ murida anʼo ku me̩ mudu chʼowñ ele-ufe̩de̩nyo̩, ku me̩ dʼugbe̩do̩ ñw u, tode̩gba kʼe̩do̩dudu ololololo amʼe̩ne̩ abe̩le̩ du mi. "
8,Todu kide̩ nagbo̩ko̩bʼume̩ ku me̩ mʼoji ufe̩do̩-me̩ ugbo-wñ da. 
9,"Todu e-ki de̩ u ko̩takada, todu kʼu ma ijali-me̩, abe̩ku me̩ gbʼo̩la-mi ef e̩wñ du gbo̩. "
10,"E̩ne̩ ku me̩ la tʼe̩wñ no̩ chʼe ele-ufe̩de̩nyo̩, mak omi manyʼume̩ ge̩. Todu iche̩wñ kʼe̩wñʼka kʼomi tono̩ che ele ufe̩de̩nyo̩ do̩mo̩, mak e̩wñ kʼu to̩no̩ che ele ufe̩de̩nyo̩ chʼutodu me̩ eju Kraist, "
11,tode̩gba ku Setan achʼuwa je̩: todu a chugbodu ibe-wñ n.
12,"Oñ abu kʼu lewa Troas tod Uche̩nyo̩ Kraist, kʼalugbana la mubi ñw mi ef Ondu, "
13,"eli ku ma li Taito̩s o̩maye-mi n, e̩do̩-mi dachi n. Tak u fʼagbo che ma, oñ u kwʼo̩mo̩ nyi Masidonia."
14,"O̩jo̩ muda nʼugwa, owñ ki ako wa le ef abo ku ma gwoye ogu efu Kraist e̩gba du, kʼi laño̩ dʼurinyo̩ e̩wñ-ema e-owñ tejugede lef uwa ugbo du. "
15,Todabu kʼa chʼe̩wñ e-Kraist ki akporʼO̩jo̩ ef abo ku ma ajadu ma kpai ef abo ku ma alenyo̩; 
16,"ugbo abubiane̩ le̩ a chʼe̩wñ ki alu kwef uku tef uku, ugbo abejodudu le̩ a la chʼe̩wñ ki akpo kwef iñmi tef iñmi. E̩ne̩ la bʼe̩wñ-i jo̩ taa? "
17,"Todu a dab amone̩ wewe ku ma dʼo̩lO̩jo̩ chʼinyama n; ama alu kʼo̩la akwef e̩do̩ yala, kʼi la kwef O̩jo̩, abe̩le̩ awa aka efu Kraist eju O̩jo̩."
