Verse,Text
1,"Oñ i lewatu ubi le̩ ge̩, Defid tu Jihofa ene kakini, Omi ate̩gu nyʼewo Judaʼka? Taku Jihofa ka ñw u kakini, Mute̩gu alo. Taku Defid kakini, E-ugbo nate̩gu nyi? Tak i kakini, Lo tu He̩bro̩n. "
2,"Abe̩le̩ Defid mute̩gu nyʼo̩mo̩ kpʼamo̩ya-wñ meji, Ahinoam, e̩ne̩ Je̩zree̩l le̩, kpʼAbige̩l, o̩ya Nebal e̩ne̩ Karme̩l le̩. "
3,Oñ Defid kʼaboke̩le̩ okoke du ku ma jʼugbo-wñ wa kpai abo unyi-ma. Ma la fʼodo do ewo ewo He̩bro̩n. 
4,"Tak aboke̩le̩ Juda lewa, oñ ma fʼekpo ba tu Defid oji o̩mo̩ kʼi jʼonu abunyi Juda."
5,"Taku Defid fʼamonuche̩ kpe̩ nyʼugbo abo Jebe̩sh-gilead, oñ i ka ñwu ma kakini, Jihofa ki de̩nyo̩ ñwu me̩, abu ku me̩ mo̩la ñwu So̩l, odu-me̩, ku me̩ la mʼu du ji. "
6,Fai Jihofa ki chʼufe̩de̩nyo̩ kpai ochochi ñw ame̩ ke: abe̩le̩ omi ñʼadʼakoji e̩nyo̩ ñwu me̩ tod e̩wñ ku me̩ che-i. 
7,"Todule̩ me̩ fʼo̩wo̩ gbiti fai, ku me̩ chʼe̩ne̩ke̩le̩; todu So̩l, odu-me̩ leku, abunyi Juda laño̩ mʼumi du jʼonu-ma ge̩."
8,"Abina, o̩ma Ne̩r, kʼi chʼonu ogu So̩l le̩, la mʼIshbo̩she̩t o̩ma So̩l du daba nyi Mahanaim e̩gba le̩ me̩; "
9,oñ i du owñ jʼonu Gilead kpai abo Ashur kpai Je̩zree̩l kpai Ifraim kpai Be̩njamin kpai abo Israe̩l chaka. 
10,"O̩do̩ Ishbo̩she̩t, o̩ma So̩l le̩ chʼo̩gbo̩ meji e̩gba kʼi chane̩ ejʼonu Israe̩l, i la jʼonu-wñ o̩do̩ meji. Abo unyi Juda muda tu Defid ubi. "
11,Oñ iko ku Defid jʼonu abo unyi Juda He̩bro̩n chʼo̩do̩ mebie kpai ochu me̩fa.
12,"Oñ Abina o̩ma Ne̩r le̩ kpai amadu Ishbo̩she̩t, o̩ma So̩l, kwo Mahanaim nyi Gibeo̩n. "
13,"Taku Joab, o̩ma Ze̩ruaya, kpai amadu Defid dufu, oñ ma de kpai ama ugbo abukpe omi e-Gibeo̩n; taku ma kwoguguane̩, aboʼka jʼo̩wo̩ʼka abukpe omi le̩, abomune̩ la jʼo̩wo̩ ekeji abukpe omi le̩. "
14,"Taku Abina ka ñwu Joab kakini, Agba, e̩ ki je̩ ñw abokolobia kwane̩ ku ma chiya o̩gba-wa-i. Taku Joab kakini, Ma kwane̩ ke n! "
