Verse,Text
1,Yabi 
2, 
3,Ya warkar da masu raunanar zuciya
4,Ya lissafta yawan taurari
5,Shugabanmu mai girma ne mai iko duka;
6, 
7,Rera wa 
8,Ya rufe sararin sama da gizagizai;
9,Yakan tanada wa shanu abinci
10,"Jin daɗinsa ba ya a ƙarfin doki,"
11, 
12,Ki ɗaukaka 
13,Gama yana ƙarfafa ƙyamaren ƙofofinki
14,Yana ba da salama ga iyakokinki
15,Yana ba da umarninsa ga duniya;
16,Yana shimfiɗa ƙanƙara kamar ulu
17,Yana zuba ƙanƙara kamar ƙananan duwatsu.
18,Yakan aiki maganarsa ta kuwa narkar da su;
19,"Ya bayyana maganarsa ga Yaƙub,"
20,Bai yi wannan ga wata al’umma ba;
