Verse,Text
1,Lọghachikwutenụ 
2,Chịrịnụ okwu nʼọnụ unu
3,"Ndị Asịrịa enweghị ike ịzọpụta anyị,"
4,"“Aga m agwọ ndaghachi azụ ha,"
5,Aga m adịrị Izrel dịka igirigi.
6,"ome ya ga-awasa,"
7,Ha ga-ebi nʼokpuru ndo m.
8,"Gị Ifrem, gịnị ka mụ na arụsị nwekọrọ?"
9,Onye bụ onye amamihe? Ha ga-aghọta ihe ndị a.
