Verse,Text
1,"Tak i du Jo̩shua agboji amatama le̩ ña mi abu kʼi dago o̩gba onuche̩ Jihofa, kʼE̩no̩la le̩ dago o̩wo̩ awo̩to̩-wñ kʼi gwʼajo̩ nʼo. "
2,"Taku Jihofa ka ñw E̩no̩la le̩ kakini, Jihofa ki nukarʼuwe̩, O E̩no̩la; i-i Jihofa ki du Je̩rusale̩m le̩ ki nukarʼe̩. I chʼiji e̩munaʼka ku ma dinya kwef una le̩ de̩ n? "
3,"E̩wñ ki bʼo̩la Joshua ma la chʼiwa iwa, oñ i dago o̩gba onuche̩ le̩. "
4,"Tak i tohi, oñ i ko̩la ñw abo ku ma dago jʼo̩gba-wñ le̩ kakini, Me̩ mʼe̩wñ o̩la ki chʼiwa le̩ ko bʼo̩ o̩la te̩. Tak i ka ñw owñ onugo kakini, Go, omi je̩ ñw udu kʼe̩ fe̩ ki lale bʼuwe̩ o̩la te̩ me̩, oñ nakʼotogbo ku ma chiyanyʼu nyʼuwe̩ o̩la. "
5,"Tak u kakini, Je̩ ñwu ma dʼalawoni ki fe̩ jiʼi oji. Abe̩le̩ ma dʼalawoni ki fe̩ jiʼi oji, oñ ma mʼe̩wñ o̩la ko nyʼo̩ o̩la; onuche̩ Jihofa le̩ la dago kpenyʼuma."
6,"Tak onuche̩ Jihofa le̩ juka ñwu Jo̩shua kakini, "
7,"Abu ki Jihofa ki nʼe̩wñ du aka de̩ kakini, Iche̩wñ kʼuwe̩ alule̩ tʼo̩na e-mi, kʼuwe̩ la ade e̩ñwa-mi, mak uwe̩ ñʼakajo̩ abo unyi-mi, uwe̩ lañʼade anuku-mi ge̩, oñ omi abʼuña ñw e̩ kʼe̩ tale ef abo ku ma dago jo̩-i. "
8,"Gbo̩ ta, uwe̩ Joshua agboji amatama-i, uwe̩ kpai ame̩numana-we̩ ku ma gugu o̩gba-we̩ le̩; todu ujiwe e̩wñ oñ abo-i che; todu go, omi adʼadu-mi E̩pa le̩ dufuwa. "
9,"Todu, go, okuta kʼu du tʼo̩gba Joshua le̩, eju mebie jʼo̩la okutaʼka. Go ebe̩ ku ma abe̩ omi abe̩-i, Jihofa ki nʼe̩wñ du ka-i, omi la akʼudu kʼane̩-i fe̩ kwo bʼo̩ te̩ o̩jo̩ okate. "
10,"Iko le̩, Jihofa ki nʼe̩wñ du ka-i, e̩ne̩ne̩ne̩ne̩-me̩ ado̩ ekeji-wñ wʼolubo ikeli achiwebe̩te̩ma kpai oli o̩gbaikolo."
