Verse,Text
1,"Taku Setan kwane̩ akobo̩ abo Israe̩l, oñ i ki Defid e̩che̩ ki fʼabo Israe̩l kaluka. "
2,"Oñ Defid ka ñwu Joab kpʼamagboji amone̩ le̩ kakini, Me̩ lo ku me̩ fʼabo Israe̩l kaluka akwo Birshiba gbogbo wa Dan; ku me̩ kʼohi wa ñwu mi, kʼu fʼaluka-ma ma. "
3,"Taku Jo̩ab kakini, Jihofa ki je̩ ñw abo-wñ ku ma wewe tʼalu ku ma de̩ abajo̩i le onu ogume̩lu ta; O odu-mi onu, o̩chaka-ma chʼamadu odu-mi-i n? e̩wñ chi kʼodu-mi atene e̩wñ-i? e̩wñ chi kʼi adʼo̩la-wñ chʼe̩wñ ki aje̩ ñw abo Israe̩l dʼO̩jo̩ re ta? "
4,"I chaka kʼabe̩le̩, o̩la onu fʼe-Joab du. Todule̩ Joab kwʼo̩mo̩ le tʼugbo du ane̩ Israe̩l, oñ i lewa Je̩rusale̩m. "
5,Taku Joab mʼonu ki chʼaluka amone̩ kʼi kaluka le̩ du ñwu Defid. Oñ o̩chaka aboke̩le̩ Israe̩l ku ma bʼo̩kwo̩chageli ewo jo̩ chʼone̩ icham nyʼo̩gwo̩ko̩ ugbo icham nyʼo̩gwo̩ko̩ nyʼicham nyʼo̩gwo̩ko̩ ogume̩lu; e-Juda la chʼaboke̩le̩ one̩ Icham nyʼo̩gwo̩ko̩ ugbo ulo̩ko̩ nyʼe̩te̩gwa ku ma bʼo̩kwo̩chageli ewo jo̩. 
6,I muda kaluka abo Lifai kpʼabo Be̩njamin tʼefu ma n; todu o̩la kʼonu ka le̩ chʼe̩wñ ihie̩ne̩ ñwu Joab.
7,Oñ e̩wñ le̩ bie̩ne̩ eju O̩jo̩; todule̩ i fʼabo Israe̩l gwoda. 
8,"Taku Defid ka ñw O̩jo̩ kakini, U fʼadure ta tabale, e̩wñ kʼomi che-i, fai o̩ko̩ nagba bʼe̩, kʼe̩ la dʼudu kʼadu-we̩-i fe̩ tinyo̩; todu u fʼe̩wñ idada che nana. "
9,"Taku Jihofa ko̩la ñwu Gad, ki chʼagane̩ Defid, kakini, "
10,"Lo, kʼe̩ ka ñwu Defid kakini, Abu ki Jihofa ka de̩, E̩wñ me̩ta oñ nano̩wo̩ dala ñw e̩-i; mʼo̩ka-wñ du kʼu chʼe̩. "
11,"Abe̩le̩ Gad lewʼugbo Defid oñ i ka ñw u kakini, Abu ki Jihofa aka de̩, kakini, E-ki dʼuwe̩ e̩do̩ e̩ du ke: "
