Verse,Text
1,"Me̩ gbʼo̩la-i, ame̩ amole okuno̩ e-Beshan,"
2,"Ondu Jihofa fʼefo̩-wñ go̩ kakini,"
3,"Oñ ame̩ ale e̩kpana e̩kpana aku dufu,"
4,Me̩ lewa Be̩te̩l ku me̩ jʼada ke;
5,"me̩ ki kʼe̩wñ iche̩bo̩ ugwa kʼo̩jo̩wu dʼef uwñ wa gujo,"
6,"Omi laño̩ kʼenyi efe̩ ñw me̩ ewo ewo-me̩ du,"
7,U ño̩ fʼomi ojale fa wʼubi bʼume̩ te̩
8,abe̩le̩ ewo meji ñe̩ta tale wʼemi wʼemi gbogbo nyʼewoʼka
9,U kʼikpetubi kpʼe̩wñ ekpebu kpa me̩;
10,U dʼe̩wñ ibi kpuche̩ wʼef ume̩ alu ki de̩ Ijipti;
11,"U la fʼewo ewo gulo̩ ef ume̩,"
12,"Todule̩, e̩wñ kʼu nachʼe̩ de̩, O Israe̩l;"
13,"Todule̩, go, e̩ne̩ ki abo̩ ewo uwo jo̩, kʼi la nyʼafu ki aju,"
