Verse,Text
1,"O̩la Emo̩s kʼi dʼef amadide ame̩wño̩re̩ Te̩koa, owñ chʼo̩la Israe̩l kʼi li iko Uzaya, onu Juda, kpʼiko Je̩ro̩boam, o̩ma Joash, onu Israe̩l. I li o̩do̩ meji tak ane̩ le̩ miejo."
2,Oñ i kakini:
3,Abu ki Jihofa aka de̩ kakini:
4,"Omi la adʼuna kpuche̩ wa abʼunyi Hazae̩l ma,"
5,"Tak omi agu ugbo̩lo̩ oli Damaskus che̩,"
6,Abu ki Jihofa aka de̩ kakini:
7,"Omi la adʼuna kpuche̩ wa abʼo̩lo̩do̩ Gaza ma,"
8,"Omi lañʼakʼabo ku ma dodo Ashdod da bʼo̩ te̩,"
9,Abu ki Jihofa aka de̩ kakini:
10,"Omi la dʼuna kpuche̩ wa abʼo̩lo̩do̩ Taya ma,"
11,Abu ki Jihofa aka de̩ kakini:
12,"Omi la adʼuna kpuche̩ wa abo Teman ma,"
13,Abu ki Jihofa aka de̩ kakini:
14,"Omi la akʼuna o̩lo̩do̩ Raba,"
15,"onu-ma la anyʼef amu,"
