Verse,Text
1,"Me̩ gbʼo̩la ku Jihofa ka nyu me̩-i, O ame̩ abo Israe̩l, owñ chʼe-kʼu ka nyu o̩gbo̩ abo unyi du kʼu ko kwʼoj ane̩ Ijipti dufu wa kakini:"
2,Ame̩ kate oñ omi ma ef abo unyi unyi abo ile̩-i;
3,"Alu-ma ma jo̩ n,"
4,"ldu akwa efoko,"
5,"E̩we̩ neke ñwa tef oku ane̩-ile̩,"
6,"Ma afʼo̩kakachi ogu ef ewo,"
7,"Ondu Jihofa ache e̩wñ du n tila,"
8,"Idu fʼukwa kwa me̩,"
9,"Ame̩ ki dʼu kpogo unyi unyi ojima Ashdo̩d,"
10,"Todu ama ma e̩nyo̩ eche n, Jihofa aka-i,"
11,"Todule̩ abu kʼOndu Jihofa aka de̩, kakini:"
12,"Abu ki Jihofa aka de̩ kakini: Alu kʼadide ame̩wño̩re̩ agba e̩re̩ meji kwʼef alu idu, abe̩k e̩bo eti-wñ, abe̩le̩ ma agba abo Israe̩l ku ma gugu Samaria oj o̩kpo̩kpo̩ lile o̩wo̩ʼka, kpʼoji aloji siliki oj ate̩."
13,"Me̩ gbo̩ ku me̩ la gbʼibenu nyʼunyi Jeko̩b,"
14,"Todu o̩jo̩ kʼu nakʼada kʼIsrae̩l je̩ wa afejudʼo,"
15,U ñʼakpa unyi uwo manyʼunyi o̩lo̩ji;
