Verse,Text
1,"Abu kʼO̩jo̩ fʼukpe̩ ukpe̩ o̩la-wñ wewe ka ñw abogijo igbele lʼo̩na o̩na ki wewe ef amakache̩ le̩, "
2,"ef o̩jo̩ otitala-i i ko̩la ñw a ef O̩ma, e-kʼi mʼu du chʼe̩ne̩ kʼi aje̩ e̩wñ ogu du, oñ i fʼo̩kpanachi o̩kpanachi che te̩ lef uwñ; "
3,"abu kʼowñ chʼo̩gaa e-ojima-wñ, alu kʼonugo onugo O̩jo̩ de̩ alu le̩ i de̩ che̩ che̩ che̩, i laño̩ mʼe̩wñ du gbane̩ lef o̩la ukpahiu-wñ, abu kʼi fʼe̩gwe̩hiolo e-adure che kpa, i kwogugu o̩wo̩ awo̩to̩ inaina ef uña atate̩-i, "
4,abu kʼi mud e̩ne̩ ki tʼamonuche̩ le alu kʼodu-wñ kʼi je̩ fʼe-ma du ololololo.
5,"Todu ugbo onuche̩ de̩ kʼi ka ñw u mama kakini,"
6,"Oñ e̩gba du kʼi ño̩ dabi dʼO̩ma o̩gba le̩ dabi wʼef ile̩ ugbo du kʼone̩ te̩ kade-i, i kakini,"
7,"I la chʼo̩la e-amonuche̩ i kakini,"
8,Ama o̩la e-O̩ma kʼi aka de̩:
9,"Uwe̩ afe̩do̩ e̩wñ o̩kpakpa, e̩ la achulaka e̩wñ ugbite̩re̩;"
10,Omune̩ de̩ ge̩:
11,"e̩wñ le̩ du alale rinyo̩, uwe̩ muda agugu pioo;"
12,"dab ukpo ku ma ko bʼo̩la ma oñ uwe̩ afʼuma che̩,"
13,"Ama ugbo onuche̩-wñ de̩ kʼi ka ñw u mama kakini,"
14,"O̩chaka-ma chʼamafu ku ma chabune̩, todu ku ma ki che e̩wñ ñw abo ku ma che ku ma aje̩ ujadu e̩wñ ogu, oñ i kpe̩ ma wa-i n?"
