Verse,Text
1,"Oñ ef e̩wñ kʼa ka le̩ edano-wñ la de̩: awa chenʼagboji amatama abe̩le̩, e-kʼi kwogugu o̩wo̩ awo̩to̩ ede Inaina efojale efojale, "
2,"i chʼe̩nabune̩ ugbo e̩wñ kiafo̩ kpʼe-ebu e-ogbolo le̩, e-kʼOndu mu kʼi ma chʼone̩ n. "
3,Todu ma dʼagboji amatama du dago todu kʼi kʼe̩wñ ele kpʼe̩wñ iche̩bo̩ wa; todule̩ eku aku e̩ne̩ le̩ kʼi nʼe̩wñ kʼi aduwa ge̩. 
4,"I ma chʼane̩ ile̩-i i de̩, i ma nʼugbo du kʼi ma chʼatama n, abu kʼabo ku ma kʼe̩wñ ele wa teju o̩lo̩da jʼo̩mo̩; "
5,"owñ chʼabo ku ma chʼe̩wñ ki chʼuwo̩li kpʼojiji e̩wñ efojale alu kʼO̩jo̩ juka ñw Mose̩s e̩gba kʼi ache kʼi mʼebu le̩; todu i kakini, Go, e̩ nachʼe̩wñ du teju e-ku ma duña uwe̩ oj uwo le̩ kʼe̩ wo̩li-wñ. "
6,"Ama fai i fʼuko̩lo̩ abune̩ ki chʼo̩me̩-me̩le̩ tule ne̩ alu kʼowñ ño̩ chʼe̩nagbagba alo ekpe̩ ki nyo̩ tule, owñ chʼe-ku ma dʼo̩da-wñ nyane̩ oj e̩wñ ukatane̩ ki nyo̩ tule. "
7,"Todu iche̩wñ kʼe-ejodudu le̩ ma nʼuchalu n, ma ma tene uña tod e-ekeji n."
8,"Todu abu kʼi kalunyʼuma o̩la, i kakini,"
9,I ateju alo kʼu kpe̩ kpʼamata-ma
10,Todu o̩jo̩ le̩ le rʼane̩ alo kʼu nakpe̩
11,"Tak i añʼa nʼugbo du kʼe̩ne̩ne̩ne̩ne̩-ma ako̩ abane̩-wñ e̩wñ n,"
12,"Todu nagbʼe̩wñ unye̩do̩ tod uji-ma,"
13,"Ef e-kʼi ka kʼetito̩ le̩, mak i fʼe-ejodudu dʼigbele me̩. E-ki mud igbele kʼi achʼogijo alo me̩rʼelenyo̩ rʼeju."
