Verse,Text
1,Lef e-kide̩ oñ i dukpe̩ kʼa dibetʼe̩wñ kʼa gbo̩ le̩ ololololo tode̩gba kʼa cha gwʼo̩ du. 
2,"Todu iche̩wñ kʼo̩la ku ma ka lef alu amonuche̩ le̩ mud o̩la ki lonyane̩, kʼuchada du kpʼeko̩-gbo̩la du mʼuro̩me̩ ki chʼeju-wñ gba, "
3,"iche̩wñ kʼujadu inaina-i ma wʼuwa eju n ab a ale kʼa fʼu o̩wo̩ tane̩ ke? Owñ chʼe-kʼuchane̩-wñ chʼo̩la kʼOndu ka, tak abo ku ma gbo̩ fʼu lonyane̩ ñw a, "
4,"abu kʼO̩jo̩ onugo nabʼuma gbibenu lugbo ujiwe kpʼuno̩ kpʼuko̩lo̩ ukpahiu ojoji ojoji, kpʼAfu Kiafo̩ kʼi kpe̩ ñw amone̩ likpa alu ki dʼowñ e̩do̩."
5,"Todu i chʼamonuche̩ oñ i fʼile̩ du ugbo kʼone̩ te̩kade ki ache ki wa le̩ kamuhite̩ ñw ma n, owñ chʼe-kʼa ko̩la-wñ-i. "
6,"Ama e̩ne̩ʼka ka pee ugboʼka kakini,"
7,"E̩ fʼowñ che kʼi chʼo̩wo̩ wane̩ ñw amonuche̩ iko le̩ pe̩,"
8,e̩ fʼe̩wñ du kamuhitʼo̩gane̩ e̩re̩-wñ.
9,"A muda jʼagʼe̩ne̩ ku ma fʼu hiwane̩ tʼamonuche̩ le iko pe̩ le̩, todu, lugbo ufe̩de̩nyo̩ O̩jo̩, kʼi dʼuku kad alu tod e̩ne̩ du, owñ che Jisus, todu iwo uku kʼi li, ojima kpʼubumo chʼuloko oji-wñ. "
10,"Todu i chʼeju-wñ ñw owñ, kʼe̩wñ du jʼo̩mo̩ ñw owñ, kʼe̩wñ du laño̩ jʼo̩mo̩ lef uwñ le̩, abu kʼi anʼo̩ma wewe alo tef ojima kʼi fʼUchane̩ ujadu-ma che kpoji lef iwo̩. "
11,"Todu tʼe̩ne̩ ki che ma ku ma fo̩, tʼabo ku ma fo̩ le̩, e̩te̩ o̩chaka-ma chʼokate, lef e-kide̩ oñ i ma chanyo̩ edo̩ ma kʼamo̩maye-wñ n, "
12,"i kakini,"
13,Omune̩ la de̩:
14,"Todule̩ abu kʼabimo̩to le̩ nʼuta-ma ata ef e̩bie̩ kpʼo̩re̩la, owñ onugo ño̩ bʼuma mananyʼe̩wñ le̩ pitii abe̩le̩ ge̩; ʼtodu kʼi fʼe̩ne̩ ki nʼo̩da uku gbogili te̩ lef uku, owñ chʼAbulumone̩ le̩, "
15,"kʼi ño̩ gba abo-i tane̩, owñ chʼabo ku ma jʼef adu, o̩jo̩ udeju-ma du lef ailo uku ku ma jʼara. "
16,"Todu ochochi, i chʼamonuche̩ i agwo̩nyʼuma-i n, chai ugbe̩ Ebraham oñ i gwo̩nyʼuma. "
17,"Kwef e-le̩ oñ i nʼo̩me̩ kʼi adab amo̩maye le̩ ef e̩wñ du, todu kʼi mud agboji amatama kʼi ali ejumomi kpʼe-kʼi achubi one̩ ef e̩wñ e-O̩jo̩, todu kʼi fʼe̩wñ unye̩do̩ che tod adure amone̩. "
18,"Todu abu kʼowñ fʼuwa li ef ajama ku ma jʼowñ ma, i neke te̩ko̩ abo ku ma ajʼuma ma ge̩."
