Verse,Text
1,"O Chineke, jiri ikpe ziri ezi mejupụta eze."
2,"Ọ ga-eji ezi omume chịa ndị gị,"
3,Ka ugwu niile wetara ndị mmadụ ịba ụba;
4,"Ọ ga-ekpepụta ndị a na-emegbu nʼetiti ndị mmadụ,"
5,"Ka ọ dịgide ruo mgbe niile dịka anyanwụ na-adịgide,"
6,"Ọ ga-adị ka mmiri na-ezokwasị ala ubi a sụrụ asụ,"
7,"Nʼoge ndụ ya, ka ndị ezi omume too, na-awasa;"
8,"Ọ ga-achị site nʼosimiri ruo osimiri,"
9,"Ebo niile ndị bi nʼọzara ga-akpọ isiala nye ya,"
10,Ndị eze Tashish
11,"Ndị eze niile ga-akpọ isiala nye ya,"
12,Nʼihi na ọ ga-azọpụta ndị nọ na mkpa mgbe ha kpọkuru ya.
13,"Ọ ga-enwe ọmịiko nʼahụ ndị na-enweghị ike, na ndị nọ na mkpa,"
14,"Ọ ga-azọpụta ha site na mkpagbu na ihe ike,"
15,Ka ọ dị ogologo ndụ!
16,Ka mkpụrụ ọka jupụta nʼebe niile nʼala a;
17,Ka aha ya na-adịgide ruo mgbe ebighị ebi;
18,Otuto dịrị 
19,Otuto dịrị aha ya dị ebube ruo ebighị ebi;
20,Nke a bụ ọgwụgwụ ekpere Devid nwa Jesi.
