Verse,Text
1,Etikuru m Chineke nʼoke olu maka enyemaka;
2,"Mgbe m nọ nʼihe mgbu, ọ bụ Onyenwe anyị ka m chọrọ."
3,"O Chineke, echetara m gị, sụkwaa ude;"
4,I kweghị ka anya m abụọ mechie;
5,"Echere m echiche banyere ụbọchị niile gara aga,"
6,Echetara m abụ niile m na-abụ nʼime anyasị.
7,“Onyenwe anyị ọ ga-agbakụta m azụ ruo mgbe ebighị ebi?
8,Ọ pụtara na ịhụnanya ya nke na-adịgide ruo ebighị ebi agwụla?
9,"Chineke, o chefuola i mere anyị ebere?"
10,"Mgbe ahụ, ekwuru m, “Lee ọnọdụ ọjọọ m,"
11,Aga m echeta ọrụ niile 
12,"Aga m atụgharịa uche m nʼọrụ gị niile,"
13,"O Chineke, ụzọ gị niile dị nsọ."
14,Ị bụ Chineke onye na-arụ ọrụ ebube dị iche iche;
15,"I ji aka gị dị ike gbapụta ndị gị,"
16,"Osimiri hụrụ gị, O Chineke,"
17,"Igwe ojii wụpụrụ mmiri,"
18,"A nụrụ ụda egbe eluigwe gị nʼoke ifufe,"
19,"Ọ bụ nʼosimiri ka nzọ ụkwụ gị gara,"
20,I sitere nʼaka Mosis na Erọn
