Verse,Text
1,"Tak abo ku ma dʼoji dufu ef amata akwo̩ra unyi akwo̩ra unyi amo̩ma Gilead, owñ chʼo̩ma Makir o̩ma Manasa, kʼi chʼabo unyi unyi amata ef amo̩ma Jose̩f le̩ te̩wa, oñ ma ko̩la o̩gba Mose̩s kpai o̩gba amidachi, ku ma dʼoji dufu ef unyi unyi amata abo Israe̩l; "
2,"ma kakini, Jihofa ñwa ñw odu-mi kʼi kpʼane̩-i ñw abo Israe̩l kʼi chʼe̩wñ ogu-ma ku ma je̩ lugbo anya ero: Jihofa laño̩ ñwa ñw odu-mi kʼi kʼe̩wñ ogu Ze̩lo̩fe̩had, o̩maye-wa e-e̩ne̩ke̩le̩ le̩, ñw amo̩ma-wñ onobule̩. "
3,"I la che̩wñ ku ma nʼo̩ko̩ kwef o̩lo̩pu omune̩ ef abo Israe̩l-i, mak e̩wñ ogu e-ma achi kwef e̩wñ ogu amata-wa manyu e̩wñ ogu abo o̩lo̩pu ku ma atʼo̩ le̩, abe̩le̩ ma abʼukpe̩ e̩wñ ogu e-wa wane̩. "
4,"Tak e̩gba kʼo̩do̩ o̩ga echi e-abo Israe̩l mudako, e̩gbale̩ ma ako e̩wñ ogu-ma manyʼe̩wñ ogu abo̩lo̩pu ku ma atʼo̩ le̩: oñ e̩wñ ogu e-ma achi kwef e̩wñ ogu abo o̩lo̩pu amata e-wa."
5,"Taku Mose̩s ñwa ñw abo Israe̩l alu kʼo̩la Jihofa ka le̩ kakini, E̩wñ kʼabo o̩lo̩pu amo̩ma Jose̩f ka le̩ chʼochochi. "
6,"E̩wñ ki Jihofa ñwa ñw a ugbo amo̩ma onobule̩ e-Ze̩lo̩fe̩had le̩ de̩ kakini, E̩ne̩ du ki nyo̩ ma eju ama ki ne̩; ama chai e̩ne̩ kʼi dʼef akwo̩ra unyi abo o̩lo̩pu amata-ma ama ane̩. "
7,E̩wñ ogu e-amo̩ma Israe̩l du achi kwef o̩lo̩puʼka nyef o̩lo̩pu omune̩ n; todu e̩ne̩ne̩ne̩ne̩ abo Israe̩l agwo̩nyʼe̩wñ ogu abo o̩lo̩pu amata-wñ. 
8,"Oñ onobule̩ du kʼi nʼe̩wñ ogu ef o̩lo̩puʼka ef amo̩ma Israe̩l, achʼo̩ya e̩ne̩ʼka kʼi chʼabo akwo̩ra unyi abo o̩lo̩pu ata-wñ, kʼe̩ne̩ne̩ne̩ne̩ ef amo̩ma Israe̩l ki ne̩ e̩wñ ogu ata-wñ. "
9,Abe̩le̩ tak e̩wñ ogu ma ñʼachi kwef abo o̩lo̩puʼka tef abo o̩lo̩pu omune̩ n; todu abo o̩lo̩pu o̩lo̩pu Israe̩l e̩ne̩ne̩ne̩ne̩-ma agwo̩nyʼe̩wñ ogu-wñ.
10,Amo̩ma Ze̩lo̩fe̩had la che alu ku Jihofa ñwa ñwu Mose̩s; 
11,"todu Mala kpai Tirza kpai Ho̩gla kpai Milka kpai Noa, amo̩ma onobule̩ Ze̩lo̩fe̩had le̩, nʼamo̩ma amo̩maye atama chʼo̩ko̩-ma. "
12,"Ma nʼo̩ko̩-ma ef abo akwo̩ra unyi akwo̩ra unyi amo̩ma Manasa, o̩ma Jose̩f le̩; oñ e̩wñ ogu-ma kwojo̩ ñw abo o̩lo̩pu akwo̩ra unyi ata e-ma."
13,Abo e-le̩ chʼuko̩ kpai oji ajo̩ ku Jihofa ñwa ñw amo̩ma Israe̩l lugbo Mose̩s egbili Moab o̩la Jo̩rdan odenideni Je̩riko le̩.
