Verse,Text
1,"Taku Jihofa ka ñwu Mose̩s kakini, "
2,"E̩ nañwa ñwu abo Israe̩l, kʼe̩ ka ñwu ma kakini, E̩gba ku me̩ mugudu tʼoj ane̩ Kenan (owñ chʼane̩ kʼame̩ aje̩ e̩wñ ogu, owñ chʼane̩ Kenan gbogbo kad alo̩me̩-wñ), "
3,"alo̩me̩ ane̩-me̩ o̩wo̩ o̩pata o̩gane̩-wñ la akwo aje̩tachi Zin ale akolo Ido̩m, oñ alo̩me̩-me̩ o̩pata o̩gane̩ akwo oj Ohimini Omu ate̩tʼolodudu alo; "
4,"tak alo̩me̩-me̩ arida kwʼo̩mo̩ rʼo̩pata o̩gane̩ ate̩gu Akrabim le̩, i alale o̩mo̩ anyi Zin, tak i ate̩ kade o̩wo̩ o̩gane̩ Kede̩sh-bamea; tak i akwʼo̩mo̩ alo tu Hazar-adar, oñ i ale gu o̩mo̩ du nyi Azmo̩n; "
5,"tak alo̩me̩-wñ arida kwo Azmon anyi aji e-Ijipti le̩, oñ i atu dufu o̩la Ohimini."
6,"Oñ alo̩me̩-me̩ o̩wo̩ olane̩ achʼOhimini Elile, kpai adabʼeti-wñ jo̩; e-le̩ la chʼalo̩me̩-me̩ o̩wo̩ olane̩."
7,E̩wñ ki ache alo̩me̩-me̩ o̩pata ate̩ la de̩: kwo Ohimini Elile le̩ me̩ ki fʼo̩me̩-me̩ hi kʼama ki ne̩ uwo Ho̩r; 
8,"kwo uwo Ho̩r le̩ me̩ ki fʼo̩me̩-wñ hi gbogbo wa alo̩na unyi Hamat, tak alo̩me̩ le̩ atudufu Zedad; "
9,"tak alo̩-me̩ le̩ ate̩ nyi Zifro̩n, oñ i akpoji Hazar-enan; e-le̩ la achʼalo̩me̩-me̩ o̩wo̩ o̩pata ate̩."
10,Tak ame̩ ki fʼalo̩me̩-me̩ e-o̩wo̩ olodudu hi akwo Hazar-enan wa Shefam; 
11,"tak alo̩me̩ le̩ agwo̩ru kwo Shefam wa Ribla, o̩wo̩ olodudu Ain le̩; tak alo̩me̩ le̩ ate̩ tʼo̩gane̩ alo gbogbo wa kado akolo ohimini Chine̩re̩t o̩wo̩ olodudu; "
12,"tak alo̩me̩ le̩ ate̩ tʼo̩gane̩ akado Jo̩rdan, ukpoji-wñ la achʼOhimini Omu ge̩. E-le̩ la achʼane̩-me̩ alu kʼalo̩me̩-wñ le daka."
13,"Taku Mose̩s ñwa ñw abo Israe̩l kakini, Ane̩ kʼame̩ aje̩ e̩wñ ogu alu kʼanya ero̩ aje̩ ñwu me̩ e-ki Jihofa ñwate̩ ku ma ki ko ñw abo o̩lo̩pu me̩la kpai ukpe̩reji o̩lo̩pu le̩; "
14,"todu o̩lo̩pu amo̩ma Rube̩n alu kʼunyi unyi amata-ma de̩, kpai o̩lo̩pu amo̩ma Gad alu kʼunyi unyi amata-ma de̩ kpai ukpe̩reji o̩lo̩pu Manasa, mʼe̩wñ ogu e-ma gba me̩; "
15,"amo̩lo̩pu meji kpai ukpe̩reji o̩lo̩pu le̩ mʼe̩wñ ogu e-ma gba udaba Jo̩rdan odenideni Je̩riko, o̩wo̩ olodudu le̩."
16,"Taku Jihofa ka ñwu Mose̩s kakini, "
17,"Odu aboke̩le̩ ku ma akpe̩ ane̩ le̩ ñwu me̩ ku ma je̩ e̩wñ ogu de̩: E̩leaza, atama, kpai Jo̩shua, o̩ma Nun. "
18,Tak ame̩ ki mʼidachi okoka chi kwef o̩lo̩pu o̩lo̩pu du ku ma kpʼane̩ le̩ ki mud e̩wñ ogu-me̩. 
19,"Odu aboke̩le̩ le̩ de̩: E̩ne̩ o̩lo̩pu Juda che Kele̩b, o̩ma Jefune. "
20,"E̩ne̩ o̩lo̩pu amo̩ma Simeo̩n che Shemue̩l, o̩ma Amihud. "
21,"E̩ne̩ o̩lo̩pu Be̩njamin che Elidad, o̩ma Chislon. "
22,"E̩ne̩ o̩lo̩pu amo̩ma Dan la chʼidachiʼka, owñ che Buki, o̩ma Jogli. "
23,"E̩ne̩ amo̩ma Jose̩f: e̩ne̩ o̩lo̩pu Manasa, la chʼidachi, owñ che Hanie̩l, o̩ma Efod. "
24,"Oñ e̩ne̩ o̩lo̩pu amo̩ma Ifraim, la chʼidachi, owñ che Kemue̩l, o̩ma Shiftan. "
25,"E̩ne̩ o̩lo̩pu amo̩ma Be̩njamin la chʼidachi, owñ chʼElizafan, o̩ma Parnak. "
26,"E̩ne̩ o̩lo̩pu amo̩ma Isakar la chʼidachi, owñ che Paltie̩l, o̩ma Azan. "
27,"Oñ e̩ne̩ o̩lo̩pu amo̩ma Ashe̩r la chʼidachi, owñ chʼAhihud, o̩ma Shelomi. "
28,"E̩ne̩ o̩lo̩pu amo̩ma Naftali la chʼidachi, owñ che Pe̩dahe̩l, o̩ma Amihud. "
29,Abo le̩ chʼabo ki Jihofa ñwa ñwu ma ku ma kpe̩ e̩wñ ogu ñw amo̩ma Israe̩l oj ane̩ Kenan.
