Verse,Text
1,"Oñ i bie̩ne̩ eju Jona gbali, i la we̩do̩ tabale̩. "
2,"Tak i rodubo̩ Jihofa kakini, O̩ko̩ nagbabʼe̩, O Jihofa, i chʼabu kʼu ka e̩gba kʼu dʼane̩-mi le̩ de̩ n? Todule̩ oñ u takpa ra nyi Tarshish; todu u chema ka kʼuwe̩ chʼO̩jo̩ ki ali one̩ eju kpai ejumomi, e̩ hika we̩do̩ n, ufe̩de̩nyo̩-we̩ la chʼololo, e̩bie̩ne̩ echʼone̩ la awʼe̩. "
3,"Todule̩ fai, nagbo̩ko̩bʼuwe̩ O Jihofa, kʼe̩ bʼumi gbʼiñmi-mi, tod eku nyo̩ ñw omi tʼedeju le. "
4,"Taku Jihofa kakini, Ewe̩do̩ kʼe̩ we̩do̩ i chenyo̩? "
5,"Taku Jona kwef ewo dufu oñ i kwoguane̩ o̩wo̩ olodudu ewo le̩, i la fʼala ne ñw o̩la-wñ o̩mo̩. Oñ i kwogugu olubo̩-wñ gbogbo tak i ali e̩wñ ki awa che ewo le̩."
6,"Taku Jihofa O̩jo̩ fʼiga o̩cha ñwo̩che te̩, oñ i je̩ ñw u te̩to̩ abʼoji Jona ma, kʼi mud olubo̩ oji-wñ kʼi bʼowñ gba bʼe̩bie̩ne̩-wñ o̩mo̩ te̩. Abe̩le̩ e̩do̩ Jona bo̩ nana tabale tod iga o̩cha le̩. "
7,"Ama odudu o̩jo̩ñwa-wñ, O̩jo̩ fʼide̩ ñwo̩che te̩, i la fʼo̩cha le̩ kpa, kʼi kwacha. "
8,"Oñ i lewatu e̩gba kʼolu kwane̩ O̩jo̩ la fʼafu o̩wo̩ olodudu ki agu e̩wñ jo ñwo̩che te̩, tak olu nada bi Jona oji ma oñ o̩la-wñ muda; tak i kwogbo̩ko̩ kʼowñ onugo ki ku, oñ i kakini, Eku nyo̩ ñwu mi tʼedeju le. "
9,"Tak O̩jo̩ ka ñwu Jona kakini, Ewe̩do̩ kʼe̩ we̩do̩ tod o̩cha-i chenyo̩? Tak i kakini, Ewe̩do̩ kʼu nawe̩do̩-i e̩nyo̩ nache, gbogbo tʼef uku. "
10,"Taki Jihofa kakini, E̩ la chʼeju e̩ye̩ge̩ ñw o̩cha le̩, uwe̩ la chʼakanya-wñ n, i la chʼuwe̩ je̩ ñw u ya n, i la tiga odu o̩jo̩ʼka, i laño̩ lenyo̩ rʼeju odu o̩jo̩ʼka. "
11,"I la nyo̩ kʼomi kʼu chʼeju e̩ye̩ge̩ ñwu Nine̩fa, ewo inaina-i, kʼone̩ ku ma jʼef uwñ ku ma ma ma o̩wo̩-ma awo̩to̩ kpai e-awohi n, tʼicham oli me̩ta le kpai ame̩la abe̩re̩me̩le̩ e̩kute̩?"
