Verse,Text
1,"Duk wanda aka daƙe, ko yanke gabansa, ba zai shiga taron jama’ar "
2,"Duk wanda aka haifa ta wurin cikin shege, har tsara ta goma, zuriyarsa ba za su shiga taron jama’ar "
3,"Ba mutumin Ammon, ko mutumin Mowab, ko kuwa wani zuriyarsu da zai shiga taron jama’ar "
4,"Gama ba su zo sun tarye ku da burodi da ruwa a hanyarku, sa’ad da kuka fito daga Masar ba, sai ma suka yi haya Bala’am ɗan Beyor daga Fetor a Aram-Naharayim"
5,Amma 
6,"Kada ku yi yarjejjeniyar abuta da su, muddin kuna da rai."
7,"Kada ku yi ƙyamar mutumin Edom, gama mutumin Edom ɗan’uwanku ne. Kada ku yi ƙyamar mutumin Masar, domin kun yi zama baƙunta a ƙasarsa. "
8,’Ya’yan da aka haifa musu na tsara ta uku za su iya shiga taron jama’ar 
9,"Sa’ad da kuka yi sansani don ku yi yaƙi da abokan gābanku, ku kiyaye kanku daga duk wani abu marar tsabta. "
10,"In ɗaya daga cikin mazanku ya ƙazantu saboda zubar da maniyyi, sai yă fita daga sansani yă zauna waje da sansani. "
11,"Amma yayinda yamma ke gabatowa sai yă wanke kansa, da fāɗuwar rana kuwa sai yă koma cikin sansani."
12,Ku keɓe wuri waje da sansani inda za ku iya zuwa don yin bayan gari. 
13,"Sai ku ɗauki wani abin tona ƙasa, sa’ad da kuka yi bayan gari, sai ku tona rami, ku rufe bayan garinku. "
14,Gama 
15,"In bawa ya tsere zuwa wurinku don mafaka, kada ku miƙa shi ga ubangidansa. "
16,"Ku bar shi yă zauna a cikinku a duk inda yake so, da kuma a kowane garin da ya zaɓa. Kada ku tsananta masa."
17,Kada mutumin Isra’ila ko mutuniyar Isra’ila yă zama karuwar haikali. 
18,Kada ku kawo kuɗin a cikin gida 
19,"Kada ku nemi ɗan’uwanku yă biya bashin da kuka ba shi da ruwa, ko kuɗi, ko abinci, ko kowane irin abin da yana iya ba da ruwa. "
20,"Za ku iya nemi ruwa a bashin da kuka ba baƙo, amma ba ɗan’uwanku mutumin Isra’ila ba, domin "
21,In fa kuka yi alkawari ga 
22,"Amma in ba ku yi alkawari ba, ba kuwa zai zama muku zunubi ba. "
23,"Duk abin da ya fita daga bakinku, sai ku lura ku cika shi, kamar yadda kuka yarda da kanku, kuka yi alkawarin ga "
24,"In kun shiga gonar inabin maƙwabcinku, za ku iya cin inabin da kuke so, amma kada ku sa wani a kwandonku. "
25,"In kun shiga gonar hatsin maƙwabcinku, za ku iya murmure tsabar da hannuwanku, amma kada ku sa lauje ku yanka hatsinsa da yake tsaye."
