Verse,Text
1,"Wannan ita ce albarkar da Musa mutumin Allah ya furta a kan Isra’ilawa, kafin yă rasu. "
2,"Ya ce,"
3,Tabbatacce kai ne wanda yake ƙaunar mutane;
4,"dokar Musa ta ba mu dokoki,"
5,Shi ne sarki a bisa Yeshurun
6,"“Bari Ruben yă rayu, kada yă mutu,"
7,"Ya kuma faɗa wannan game da Yahuda,"
8,"Game da Lawi ya ce,"
9,"Ya yi zancen mahaifinsa da mahaifiyarsa ya ce,"
10,"Ya koyar da farillanka ga Yaƙub,"
11,"Ka albarkaci ɗaukan dabarunsa, ya "
12,"Game da Benyamin ya ce,"
13,"Game da Yusuf ya ce,"
14,"da abubuwa masu kyau da rana take kawo,"
15,"da zaɓaɓɓun kyautai na daɗaɗɗun duwatsu,"
16,"Tare da kyautai mafi kyau na duniya da cikarta,"
17,Cikin daraja yana yi kamar ɗan fari na bijimi;
18,"Game da Zebulun ya ce,"
19,"Za su kira mutane zuwa dutse,"
20,"Game da Gad ya ce,"
21,Ya zaɓi ƙasa mafi kyau wa kansa;
22,"Game da Dan ya ce,"
23,"Game da Naftali ya ce,"
24,"Game da Asher ya ce,"
25,"Madogaran ƙofofinka za su zama ƙarfe da tagulla,"
26,"“Babu wani kamar Allah na Yeshurun,"
27,"Allah madawwami shi ne mafakarka,"
28,Haka Isra’ila zai zauna lafiya shi kaɗai;
29,"Kai mai albarka ne, ya Isra’ila!"
