Verse,Text
1,Go alu kʼOndu dʼakpa wa
2,"Ondu mʼodo Je̩ko̩b du ko mi,"
3,Ef uwe̩do̩-wñ ki kpuna
4,"I fʼo̩o̩do̩-wñ fa dabe̩ne̩ kʼe̩nebi,"
5,"Ondu dabe̩ne̩ kʼe̩nebi me̩,"
6,"I la fʼo̩gba kʼi bu nyʼu kpo̩fo̩ wane̩ woo, dabe̩ne̩ ki chʼuche̩ ma bʼu nyʼu,"
7,"Ondu fʼubo̩ iche̩bo̩-wñ hi tinyo̩ me̩,"
8,Jihofa fʼibe ñwate̩ ka
9,"Ane̩ mʼalaku-wñ ko mi,"
10,Abogijo o̩ma onobule̩ Zayo̩n chechi jʼane̩pe̩te̩;
11,"Eju-mi gbe̩ ñw omi aku,"
12,"Ma ka ñw amiye-ma kakini,"
13,"E̩wñ nadu gbʼe̩ ibenu? E̩wñ nadu chʼuwawe we̩,"
14,Amakache̩-we̩ fʼane̩ ego e-olemi
15,Abo du ku ma lale
16,Ame̩nebi-we̩ du
17,"Jihofa fʼe̩wñ kʼi ñw ibe-wñ tane̩ le̩ che me̩,"
18,E̩do̩-ma raku do̩ Ondu!
19,"Kwane̩, kʼe̩ fʼogu kpa odu,"
20,"Go, O Jihofa, kʼe̩ li!"
21,Imo̩to̩ kpʼogijo dachi
22,"Uwe̩ fʼudo̩ do̩ dabe̩ne̩ kʼo̩jo̩ ujeju ku ma da,"
